ID,1st choice,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,8th choice,9th choice,10th choice,11th choice,12th choice
001003-00-0227, C08,,,,,,,,,,,
001003-00-0234, C08,C11,C06,,,,,,,,,
001003-00-0243, C08,C04,C07,C11,C12,C01,C10,C02,C05,C03,C09,
001003-00-0298, C08,C11,C03,C06,,,,,,,,
001003-00-0320, C08,,,,,,,,,,,
001003-00-0330, C08,C01,,,,,,,,,,
001003-00-0356, C08,,,,,,,,,,,
001003-00-0413, C08,C05,,,,,,,,,,
001003-00-0428, C08,C09,C01,C11,,,,,,,,
001003-00-0430, C08,C09,C01,C11,C04,,,,,,,
001003-00-0431, C08,C09,C01,C11,C04,C12,,,,,,
001003-00-0469, C08,C05,C02,C01,C11,,,,,,,
001003-00-0553, C08,C05,,,,,,,,,,
001003-00-0629, C08,C09,C10,C12,C02,C03,C07,C06,C04,C05,,
001003-00-0650, C08,C03,C02,C10,C11,C12,C04,,,,,
001003-00-0739, C08,C01,C05,C09,C11,C12,C02,C04,C10,C07,C06,C03
001003-00-0748, C08,C11,C01,C04,C05,C07,C03,C12,,,,
001003-00-0787, C08,C06,C03,C10,,,,,,,,
001003-00-0800, C08,C01,C04,,,,,,,,,
001003-00-0877, C08,C05,C04,,,,,,,,,
001003-00-0915, C08,C09,C11,C12,C03,C10,,,,,,
001003-00-0945, C08,C06,C07,C09,C10,C11,C12,C01,C02,C03,C04,C05
001003-00-0953, C08,,,,,,,,,,,
001003-00-0954, C08,,,,,,,,,,,
001003-00-0971, C08,C01,C03,C04,,,,,,,,
001003-00-0980, C08,C06,C09,C04,,,,,,,,
001003-00-1041, C08,C06,C03,C09,C12,C01,C11,,,,,
001003-00-1049, C08,C12,C01,C04,C11,C03,,,,,,
001003-00-1103, C08,C09,,,,,,,,,,
001003-00-1110, C08,C05,C01,,,,,,,,,
001003-00-1117, C08,C02,C11,C06,C12,C04,C07,C01,C05,C10,C03,C09
001003-00-1141, C08,C12,C06,,,,,,,,,
001003-00-1154, C08,C05,C02,,,,,,,,,
001003-00-1161, C08,C04,,,,,,,,,,
001003-00-1167, C08,C11,C04,C01,,,,,,,,
001003-00-1169, C08,C05,C11,C10,,,,,,,,
001003-00-1175, C08,C09,C07,C10,C01,C11,C04,C05,C03,C02,C12,C06
001003-00-1188, C08,,,,,,,,,,,
001003-00-1191, C08,,,,,,,,,,,
001003-00-1198, C08,C01,C06,,,,,,,,,
001003-00-1246, C08,C02,C07,,,,,,,,,
001003-00-1278, C08,C12,C02,C04,C01,C07,,,,,,
001003-00-1297, C08,C06,C01,,,,,,,,,
001003-00-1301, C08,C11,C01,C05,C04,C02,,,,,,
001003-00-1311, C08,C02,C04,,,,,,,,,
001003-00-1319, C08,C11,C05,,,,,,,,,
001003-00-1328, C08,C02,C09,C12,C06,C10,C03,C07,C04,C11,C05,
001003-00-1342, C08,C04,C02,C11,,,,,,,,
001003-00-1356, C08,C04,C01,,,,,,,,,
001003-00-1416, C08,,,,,,,,,,,
001003-00-0068, C08,C03,WI01,,,,,,,,,
001003-00-0077, C08,C11,C02,C06,C05,C10,WI01,,,,,
000902-00-0009, C08,,,,,,,,,,,
000902-00-0011, C08,,,,,,,,,,,
000902-00-0019, C08,C10,,,,,,,,,,
000902-00-0042, C08,C12,C05,,,,,,,,,
000902-00-0066, C08,C11,C07,,,,,,,,,
000902-00-0120, C08,C04,C12,,,,,,,,,
000902-00-0124, C08,C04,C06,C01,,,,,,,,
000902-00-0150, C08,C04,C11,,,,,,,,,
000902-00-0190, C08,C04,C01,C05,C11,,,,,,,
000902-00-0214, C08,C02,C03,C05,C09,C10,,,,,,
000902-00-0217, C08,C11,,,,,,,,,,
000902-00-0223, C08,C11,C12,,,,,,,,,
000902-00-0230, C08,C01,C06,C03,,,,,,,,
000902-00-0240, C08,C12,C01,C04,C07,C05,C06,C10,C09,C11,C03,C02
000902-00-0243, C08,C01,C05,C11,,,,,,,,
000902-00-0246, C08,C01,C05,C11,C06,,,,,,,
000902-00-0278, C08,C01,C07,C02,C12,C04,C05,C11,,,,
000902-00-0281, C08,C04,C11,C01,C07,,,,,,,
000902-00-0321, C08,C04,C11,C01,,,,,,,,
000902-00-0330, C08,C05,C01,,,,,,,,,
000902-00-0424, C08,C01,C07,C02,C11,C06,,,,,,
000902-00-0467, C08,C01,C03,C02,C12,C07,,,,,,
000902-00-0474, C08,C01,C03,C02,C12,C07,,,,,,
000902-00-0489, C08,C01,C05,C06,,,,,,,,
000902-00-0496, C08,,,,,,,,,,,
000902-00-0519, C08,C11,C07,C03,,,,,,,,
000902-00-0533, C08,C07,,,,,,,,,,
000902-00-0553, C08,,,,,,,,,,,
000902-00-0582, C08,C11,C04,C06,,,,,,,,
000902-00-0606, C08,C10,C04,C11,C09,C03,C06,C01,C12,C02,C07,C05
000902-00-0642, C08,C11,C01,C05,,,,,,,,
000902-00-0675, C08,,,,,,,,,,,
000902-00-0715, C08,C11,C03,C04,C02,,,,,,,
000902-00-0718, C08,C11,C04,C03,C02,,,,,,,
000902-00-0808, C08,C12,C07,C04,C05,C06,C09,C10,C11,C01,C02,C03
000902-00-0812, C08,C11,,,,,,,,,,
000902-00-0816, C08,C01,C07,C02,C04,C10,C11,C05,C12,C06,C09,
000902-00-0836, C08,C01,C07,C02,C12,C04,C05,C11,,,,
000902-00-0864, C08,C01,,,,,,,,,,
000902-00-0880, C08,C11,C01,C04,C09,C03,C07,,,,,
000902-00-0887, C08,C04,C03,C06,C12,C10,C09,,,,,
000902-00-0889, C08,C03,C12,C04,C09,,,,,,,
000902-00-0911, C08,,,,,,,,,,,
000902-00-0916, C08,C01,C07,C02,C04,C05,C12,C11,,,,
000902-00-0936, C08,,,,,,,,,,,
000902-00-0938, C08,C09,C04,C05,,,,,,,,
000902-00-0941, C08,C11,C01,C02,C03,C12,,,,,,
000902-00-0989, C08,C05,C07,C02,C01,,,,,,,
000902-00-1083, C08,C11,C01,C05,,,,,,,,
000902-00-1125, C08,C01,C06,C03,,,,,,,,
000902-00-1142, C08,C11,C04,C01,,,,,,,,
000902-00-1152, C08,C12,C02,,,,,,,,,
000902-00-1254, C08,C05,C04,C09,C01,,,,,,,
000902-00-1258, C08,C05,C03,C12,C09,,,,,,,
000902-00-1281, C08,C04,C03,C06,C09,C10,C11,,,,,
000902-00-1288, C08,C12,C01,C03,C04,C06,,,,,,
000902-00-1293, C08,C07,C05,C04,C11,C01,C02,,,,,
000902-00-1332, C08,C01,C06,C04,,,,,,,,
000902-00-1355, C08,C02,,,,,,,,,,
000902-00-1397, C08,C01,C03,C05,C09,,,,,,,
000902-00-1398, C08,C01,C03,C09,C05,,,,,,,
000902-00-1431, C08,C05,C01,C11,C07,C04,,,,,,
000902-00-0026, C08,C01,C04,C11,,,,,,,,
000902-00-0028, C08,C01,C04,C03,,,,,,,,
000902-00-0044, C08,C01,C02,C10,,,,,,,,
000902-00-0051, C08,C05,C07,C01,C04,C02,,,,,,
000902-00-0135, C08,C09,,,,,,,,,,
000902-00-0138, C08,C11,C10,C01,C07,C03,C05,C12,C02,C09,C06,C04
000902-00-0167, C08,C06,C04,C09,C05,C07,,,,,,
000902-00-0174, C08,C11,C09,C04,C05,,,,,,,
000902-00-0201, C08,C05,C09,C07,,,,,,,,
000902-00-0233, C08,,,,,,,,,,,
000902-00-0235, C08,,,,,,,,,,,
000902-00-0237, C08,C04,C11,,,,,,,,,
000902-00-0238, C08,C05,C11,,,,,,,,,
000902-00-0240, C08,C05,,,,,,,,,,
000902-00-0259, C08,C04,,,,,,,,,,
000902-00-0292, C08,C01,C06,C11,C12,,,,,,,
000902-00-0310, C08,C07,,,,,,,,,,
000902-00-0311, C08,C01,C04,C11,C06,,,,,,,
000902-00-0332, C08,C01,C06,,,,,,,,,
000902-00-0382, C08,C03,C02,C05,C09,C11,,,,,,
000902-00-0405, C08,C12,C01,C02,C04,C06,,,,,,
000902-00-0414, C08,C07,C01,C05,C06,,,,,,,
000902-00-0418, C08,C05,C01,C09,,,,,,,,
000902-00-0424, C08,,,,,,,,,,,
000902-00-0455, C08,C04,C05,C11,C01,C07,,,,,,
000902-00-0503, C08,C01,C06,C04,,,,,,,,
000902-00-0505, C08,C11,C05,C02,C01,C12,C07,,,,,
000902-00-0509, C08,C11,C02,C05,,,,,,,,
000902-00-0531, C08,C04,C01,C11,C02,C06,C10,C03,,,,
000902-00-0116, C08,C12,WI01,,,,,,,,,
000902-00-0118, C08,WI01,C11,,,,,,,,,
000103-00-0037, C08,C06,C01,C11,C10,C07,C04,C05,,,,
000103-00-0053, C08,C02,,,,,,,,,,
000103-00-0057, C08,C01,,,,,,,,,,
000103-00-0123, C08,C01,C02,,,,,,,,,
000103-00-0127, C08,C07,,,,,,,,,,
000103-00-0137, C08,C09,C01,C06,C07,C12,,,,,,
000103-00-0139, C08,C09,C01,C02,C03,C12,,,,,,
000103-00-0153, C08,C09,C10,C11,C12,C01,C02,C03,C04,C05,C06,C07
000103-00-0208, C08,C09,C10,C03,C06,,,,,,,
000103-00-0232, C08,C10,,,,,,,,,,
000103-00-0300, C08,C02,C12,C03,C06,C09,C10,,,,,
000103-00-0312, C08,,,,,,,,,,,
000103-00-0339, C08,,,,,,,,,,,
000103-00-0468, C08,C03,C04,C09,C11,,,,,,,
000103-00-0608, C08,C06,,,,,,,,,,
000103-00-0634, C08,,,,,,,,,,,
000103-00-0637, C08,C10,C01,C07,C02,,,,,,,
000103-00-0704, C08,C11,C05,C02,,,,,,,,
000103-00-0719, C08,C04,C05,C01,C07,C06,,,,,,
000103-00-0733, C08,C05,,,,,,,,,,
000103-00-0772, C08,C03,,,,,,,,,,
000103-00-0773, C08,,,,,,,,,,,
000103-00-0802, C08,C05,C03,C09,,,,,,,,
000103-00-0827, C08,C09,C04,,,,,,,,,
000103-00-0835, C08,C11,C01,C07,C10,C02,,,,,,
000103-00-0844, C08,C09,C02,,,,,,,,,
000103-00-0852, C08,C05,,,,,,,,,,
000103-00-0883, C08,C01,C04,,,,,,,,,
000103-00-0919, C08,C04,C07,,,,,,,,,
000103-00-0931, C08,C05,,,,,,,,,,
000103-00-0943, C08,C05,,,,,,,,,,
000103-00-1007, C08,C01,C07,C02,C10,,,,,,,
000103-00-1012, C08,C01,,,,,,,,,,
000103-00-1040, C08,C04,C09,C07,C01,C02,C11,C06,C10,C12,C05,C03
000103-00-1060, C08,C05,,,,,,,,,,
000103-00-1082, C08,C01,C06,C04,,,,,,,,
000103-00-1091, C08,C12,C04,C03,C11,C01,,,,,,
000103-00-1106, C08,C01,C03,C09,C06,,,,,,,
000103-00-1110, C08,C03,C10,,,,,,,,,
000103-00-1118, C08,C01,,,,,,,,,,
000103-00-1120, C08,C06,C10,C04,C09,C07,C05,,,,,
000103-00-1124, C08,C04,C11,C07,C09,C10,C12,C01,C02,C03,C05,C06
000103-00-1149, C08,C12,C01,C11,C07,C05,C04,,,,,
000103-00-1187, C08,C02,C04,C11,C01,C07,C05,C06,C03,C10,C09,C12
000103-00-1207, C08,,,,,,,,,,,
000103-00-1209, C08,C04,C05,C06,,,,,,,,
000103-00-1261, C08,C12,,,,,,,,,,
000103-00-1263, C08,,,,,,,,,,,
000103-00-1278, C08,C07,,,,,,,,,,
000103-00-0128, C08,C07,C01,,,,,,,,,
000103-00-0139, C08,C10,C06,C01,C04,C12,C09,C02,C11,,,
000103-00-0141, C08,C09,C10,C11,C12,C01,C02,C04,,,,
000103-00-0149, C08,C05,C11,,,,,,,,,
000103-00-0153, C08,,,,,,,,,,,
000201-00-0010, C08,C01,C04,C07,C03,C09,C02,,,,,
000201-00-0028, C08,C12,C09,C10,,,,,,,,
000201-00-0065, C08,C01,C07,C04,C12,C09,C03,C02,,,,
000201-00-0069, C08,,,,,,,,,,,
000201-00-0073, C08,,,,,,,,,,,
000201-00-0082, C08,C06,C04,C11,C01,C09,C03,C02,C05,,,
000201-00-0091, C08,,,,,,,,,,,
000201-00-0093, C08,,,,,,,,,,,
000201-00-0098, C08,C01,C06,,,,,,,,,
000201-00-0101, C08,C11,C07,,,,,,,,,
000201-00-0105, C08,C06,,,,,,,,,,
000201-00-0153, C08,C09,,,,,,,,,,
000201-00-0163, C08,,,,,,,,,,,
000201-00-0172, C08,C01,C04,,,,,,,,,
000201-00-0187, C08,C01,C06,,,,,,,,,
000201-00-0223, C08,C04,C03,,,,,,,,,
000201-00-0232, C08,C07,C01,,,,,,,,,
000201-00-0253, C08,C11,,,,,,,,,,
000201-00-0262, C08,C11,,,,,,,,,,
000201-00-0278, C08,C06,C05,,,,,,,,,
000201-00-0324, C08,,,,,,,,,,,
000201-00-0329, C08,C09,C10,C11,C12,C01,C02,C03,C04,C05,C06,C07
000201-00-0352, C08,C06,C05,C01,,,,,,,,
000201-00-0362, C08,,,,,,,,,,,
000201-00-0373, C08,C02,C05,C09,,,,,,,,
000201-00-0380, C08,C11,C07,,,,,,,,,
000201-00-0384, C08,C07,C04,,,,,,,,,
000201-00-0389, C08,C11,C12,C10,C06,C02,,,,,,
000201-00-0400, C08,C11,C01,C05,C06,C02,C07,C04,,,,
000201-00-0443, C08,,,,,,,,,,,
000201-00-0464, C08,C04,C09,C06,C01,C11,,,,,,
000201-00-0467, C08,C03,C04,C02,C11,C12,C01,C06,,,,
000201-00-0498, C08,C05,,,,,,,,,,
000201-00-0520, C08,C07,C05,C04,C01,C11,C12,C02,C03,C06,C09,C10
000201-00-0524, C08,C07,C06,,,,,,,,,
000201-00-0525, C08,C06,C05,C11,C01,,,,,,,
000201-00-0529, C08,,,,,,,,,,,
000201-00-0544, C08,C06,,,,,,,,,,
000201-00-0564, C08,C05,,,,,,,,,,
000201-00-0566, C08,,,,,,,,,,,
000201-00-0573, C08,C01,C11,C10,C04,,,,,,,
000201-00-0593, C08,C04,C11,C07,,,,,,,,
000201-00-0610, C08,C06,C02,,,,,,,,,
000201-00-0613, C08,C06,C11,,,,,,,,,
000201-00-0616, C08,C01,C06,,,,,,,,,
000201-00-0620, C08,C06,,,,,,,,,,
000201-00-0627, C08,,,,,,,,,,,
000201-00-0657, C08,C03,C01,,,,,,,,,
000201-00-0663, C08,C01,,,,,,,,,,
000201-00-0683, C08,C05,C10,C07,C03,C04,,,,,,
000201-00-0685, C08,C02,C01,C05,C03,C06,,,,,,
000201-00-0761, C08,C06,,,,,,,,,,
000201-00-0781, C08,C02,,,,,,,,,,
000201-00-0793, C08,C06,C01,,,,,,,,,
000201-00-0804, C08,C04,C11,,,,,,,,,
000201-00-0815, C08,C04,C01,C11,C07,C09,,,,,,
000201-00-0826, C08,C05,C06,,,,,,,,,
000201-00-0841, C08,C01,,,,,,,,,,
000201-00-0845, C08,C01,,,,,,,,,,
000201-00-0867, C08,C07,C01,,,,,,,,,
000201-00-0878, C08,C01,,,,,,,,,,
000201-00-0880, C08,C01,,,,,,,,,,
000201-00-0884, C08,C04,C05,C07,C11,C01,C06,C03,C02,C10,C12,C09
000201-00-0886, C08,C06,C05,C01,,,,,,,,
000201-00-0891, C08,C06,C09,,,,,,,,,
000201-00-0912, C08,,,,,,,,,,,
000201-00-0971, C08,,,,,,,,,,,
000201-00-0992, C08,C09,,,,,,,,,,
000201-00-1013, C08,C01,C11,C03,C07,C10,,,,,,
000201-00-1021, C08,C01,C04,C06,C11,C03,C09,,,,,
000201-00-1041, C08,C05,,,,,,,,,,
000201-00-1074, C08,C05,,,,,,,,,,
000201-00-1076, C08,C04,C11,C01,,,,,,,,
000201-00-1083, C08,C02,C01,C06,C11,C04,C05,C10,,,,
000201-00-1088, C08,C02,C03,C11,C04,C05,C07,,,,,
000201-00-1089, C08,C02,C03,C11,C04,C05,C07,,,,,
000201-00-1095, C08,,,,,,,,,,,
000201-00-1096, C08,C01,,,,,,,,,,
000201-00-1108, C08,C01,C09,C11,,,,,,,,
000201-00-0073, C08,C05,WI01,,,,,,,,,
000201-00-0074, C08,WI01,C04,C01,C06,C09,C03,C11,C07,C05,C02,C12
000201-00-0077, C08,C11,C07,C06,C05,C12,C01,C02,C03,C04,WI01,WI02
000302-00-0010, C08,C07,C11,C01,C04,C05,,,,,,
000302-00-0014, C08,,,,,,,,,,,
000302-00-0024, C08,C09,C12,C02,C03,C06,,,,,,
000302-00-0027, C08,C04,C11,C03,C10,C12,C06,C01,,,,
000302-00-0038, C08,C10,C01,C07,C02,,,,,,,
000302-00-0042, C08,C10,C07,C01,C11,,,,,,,
000302-00-0080, C08,,,,,,,,,,,
000302-00-0153, C08,C07,C05,C04,C11,C01,C06,C03,C02,C10,C09,C12
000302-00-0204, C08,C04,C11,C01,C06,C05,,,,,,
000302-00-0206, C08,C04,C01,C06,C03,C09,C11,,,,,
000302-00-0278, C08,C01,C04,C05,C11,,,,,,,
000302-00-0312, C08,C07,C06,C11,C03,C01,C10,C09,C05,C04,,
000302-00-0321, C08,C04,C07,,,,,,,,,
000302-00-0342, C08,C01,C07,C05,C04,C02,C11,,,,,
000302-00-0344, C08,C07,C05,C04,C01,C11,,,,,,
000302-00-0346, C08,C07,C05,C01,C11,C04,,,,,,
000302-00-0354, C08,C06,C03,C04,C01,C09,C02,,,,,
000302-00-0359, C08,C06,C03,C04,C01,C09,C07,C11,,,,
000302-00-0393, C08,C03,C02,,,,,,,,,
000302-00-0414, C08,C05,,,,,,,,,,
000302-00-0423, C08,C02,C11,C07,,,,,,,,
000302-00-0428, C08,C04,C03,,,,,,,,,
000302-00-0488, C08,C10,C02,C09,C04,C01,C11,C07,,,,
000302-00-0490, C08,C07,C05,C04,C11,C01,,,,,,
000302-00-0539, C08,C06,C02,C09,,,,,,,,
000302-00-0541, C08,C09,C05,C03,,,,,,,,
000302-00-0548, C08,C09,,,,,,,,,,
000302-00-0632, C08,C04,C12,,,,,,,,,
000302-00-0634, C08,C05,,,,,,,,,,
000302-00-0665, C08,,,,,,,,,,,
000302-00-0670, C08,C04,C06,C07,C11,C01,,,,,,
000302-00-0672, C08,,,,,,,,,,,
000302-00-0687, C08,C06,C03,C02,C12,C10,C11,C01,C04,C05,C07,
000302-00-0699, C08,,,,,,,,,,,
000302-00-0704, C08,C01,C04,C02,C03,C12,,,,,,
000302-00-0708, C08,C09,C10,C12,,,,,,,,
001103-00-0008, C08,C05,C12,,,,,,,,,
001103-00-0015, C08,C12,C03,C01,,,,,,,,
001103-00-0020, C08,C02,C06,,,,,,,,,
001103-00-0042, C08,C04,C02,C10,C07,C11,,,,,,
001103-00-0126, C08,C01,C12,C04,C02,C09,,,,,,
001103-00-0155, C08,C05,C12,C07,C11,C01,C04,C02,,,,
001103-00-0163, C08,C03,C06,C09,C01,C11,C04,,,,,
001103-00-0168, C08,C02,C01,C05,C07,C09,C10,C12,,,,
001103-00-0175, C08,C11,C04,,,,,,,,,
001103-00-0177, C08,C01,C06,C05,,,,,,,,
001103-00-0183, C08,C11,C03,C01,C02,C04,,,,,,
001103-00-0194, C08,C01,C06,C05,,,,,,,,
001103-00-0232, C08,C12,C03,C01,C07,,,,,,,
001103-00-0280, C08,,,,,,,,,,,
001103-00-0306, C08,C11,C01,,,,,,,,,
001103-00-0314, C08,C10,,,,,,,,,,
001103-00-0376, C08,C05,,,,,,,,,,
001103-00-0394, C08,C01,,,,,,,,,,
001103-00-0420, C08,C05,C11,,,,,,,,,
001103-00-0435, C08,,,,,,,,,,,
001103-00-0443, C08,C10,,,,,,,,,,
001103-00-0484, C08,,,,,,,,,,,
001103-00-0539, C08,C03,C04,C09,C01,C11,C06,C12,C02,,,
001103-00-0541, C08,C01,,,,,,,,,,
001103-00-0561, C08,C07,C03,,,,,,,,,
001103-00-0590, C08,C11,C01,,,,,,,,,
001103-00-0599, C08,C01,C03,C12,,,,,,,,
001103-00-0605, C08,C03,C05,C01,C10,C07,,,,,,
001103-00-0649, C08,C04,C07,C02,C11,C01,C09,C10,C12,C03,C06,C05
001103-00-0769, C08,C04,C05,,,,,,,,,
001103-00-0815, C08,,,,,,,,,,,
001103-00-0916, C08,C01,C05,,,,,,,,,
001103-00-0924, C08,,,,,,,,,,,
001103-00-0951, C08,C04,C06,,,,,,,,,
001103-00-0955, C08,C04,C05,,,,,,,,,
001103-00-0982, C08,C05,C11,,,,,,,,,
001103-00-1074, C08,C01,C02,C12,C04,C06,C11,,,,,
001103-00-1086, C08,,,,,,,,,,,
001103-00-1100, C08,C12,C04,,,,,,,,,
001103-00-1104, C08,C07,C01,C03,,,,,,,,
001103-00-1137, C08,C02,,,,,,,,,,
001103-00-1147, C08,C05,C01,C04,,,,,,,,
001103-00-1154, C08,,,,,,,,,,,
001103-00-1157, C08,C12,,,,,,,,,,
001103-00-1180, C08,C09,C06,C10,C12,C02,C03,,,,,
001103-00-1230, C08,,,,,,,,,,,
001103-00-1238, C08,C11,C02,C03,C04,C05,,,,,,
001103-00-1244, C08,C12,C01,C04,C05,,,,,,,
001103-00-1283, C08,C05,,,,,,,,,,
001103-00-1292, C08,C01,C03,C06,C07,C11,C04,C09,,,,
001103-00-1341, C08,C12,C07,C02,C01,,,,,,,
001103-00-1345, C08,C06,C03,C02,C12,C10,,,,,,
001103-00-1355, C08,C04,C11,,,,,,,,,
001103-00-1367, C08,C01,,,,,,,,,,
001103-00-1383, C08,,,,,,,,,,,
001103-00-1394, C08,C01,C06,C03,C07,C04,C11,C02,C12,C09,C05,C10
001103-00-1401, C08,C10,C11,,,,,,,,,
001103-00-1439, C08,C05,,,,,,,,,,
001103-00-1451, C08,C01,C12,C03,,,,,,,,
001103-00-1459, C08,C01,,,,,,,,,,
001103-00-1471, C08,C07,C05,C04,C01,C03,C09,,,,,
001103-00-1475, C08,C01,C03,C06,C05,C04,C12,C11,,,,
001103-00-1491, C08,C02,C09,,,,,,,,,
001103-00-1526, C08,C03,,,,,,,,,,
001103-00-1527, C08,,,,,,,,,,,
001103-00-1529, C08,C12,C06,C09,,,,,,,,
001103-00-1540, C08,C01,C11,C12,C03,C04,C02,,,,,
001103-00-1599, C08,,,,,,,,,,,
001103-00-1614, C08,C09,C11,C05,,,,,,,,
001103-00-1642, C08,C10,C09,C02,C01,C06,,,,,,
001103-00-1646, C08,C10,C09,C02,C01,C06,C11,C07,C03,C04,C05,
001103-00-1708, C08,C01,C12,C04,C11,,,,,,,
001103-00-0081, C08,C05,,,,,,,,,,
001001-00-0021, C08,,,,,,,,,,,
001001-00-0029, C08,C07,C01,C11,C02,C03,C04,C05,C06,C12,C09,C10
001001-00-0050, C08,C11,C03,C04,,,,,,,,
001001-00-0064, C08,C01,C11,C02,C07,C04,,,,,,
001001-00-0081, C08,C06,C02,,,,,,,,,
001001-00-0148, C08,C01,C02,,,,,,,,,
001001-00-0157, C08,C07,C11,C12,C01,,,,,,,
001001-00-0196, C08,C01,C02,C12,C04,C06,C11,C07,C10,C09,C03,
001001-00-0229, C08,C01,C12,C02,C11,C09,,,,,,
001001-00-0271, C08,C01,C02,C07,,,,,,,,
001001-00-0288, C08,C11,C04,C07,C05,,,,,,,
001001-00-0322, C08,,,,,,,,,,,
001001-00-0378, C08,C12,C03,C07,C01,C06,,,,,,
001001-00-0409, C08,C01,C04,C05,C02,C07,C03,,,,,
001001-00-0427, C08,C02,C01,C04,C12,C09,C10,,,,,
001001-00-0435, C08,C01,C11,C04,C05,C06,C12,,,,,
001001-00-0468, C08,C03,C05,C11,C01,C04,,,,,,
001001-00-0531, C08,C11,,,,,,,,,,
001001-00-0538, C08,,,,,,,,,,,
001001-00-0584, C08,C01,C11,C04,,,,,,,,
001001-00-0608, C08,C01,C04,C07,,,,,,,,
001001-00-0626, C08,C06,C01,C04,C12,,,,,,,
001001-00-0659, C08,C07,C03,C04,,,,,,,,
001001-00-0660, C08,C07,C01,C12,C11,C04,,,,,,
001001-00-0663, C08,C01,C06,,,,,,,,,
001001-00-0664, C08,C01,C07,C02,C12,,,,,,,
001001-00-0681, C08,C07,C02,C05,C11,,,,,,,
001001-00-0705, C08,C02,C05,,,,,,,,,
001001-00-0742, C08,C12,C11,,,,,,,,,
001001-00-0747, C08,C06,C05,C09,,,,,,,,
001001-00-0748, C08,C09,C06,C07,C01,,,,,,,
001001-00-0763, C08,C01,C06,C04,C12,C11,C02,,,,,
001001-00-0823, C08,C12,C01,,,,,,,,,
001001-00-0879, C08,,,,,,,,,,,
001001-00-0914, C08,,,,,,,,,,,
001001-00-0916, C08,C07,C04,C01,,,,,,,,
001001-00-0957, C08,C11,C12,,,,,,,,,
001001-00-0960, C08,C09,C01,C04,C03,C11,,,,,,
001001-00-0986, C08,C05,C11,C02,C07,,,,,,,
001001-00-1019, C08,C01,C04,C05,C02,,,,,,,
001001-00-1020, C08,C05,C02,C11,C01,C07,C04,,,,,
001001-00-1097, C08,C01,C04,C05,C12,C11,,,,,,
001001-00-1132, C08,,,,,,,,,,,
001001-00-1138, C08,C12,C11,C04,C05,,,,,,,
001001-00-1146, C08,C12,C11,C01,C02,C03,C04,C05,C06,C07,,
001001-00-1150, C08,C01,,,,,,,,,,
001001-00-1152, C08,C01,C05,,,,,,,,,
001001-00-1159, C08,C01,C03,C04,C12,C02,,,,,,
001001-00-1164, C08,C11,,,,,,,,,,
001001-00-1178, C08,,,,,,,,,,,
001001-00-1189, C08,C01,C11,,,,,,,,,
001001-00-1207, C08,C04,C12,,,,,,,,,
001001-00-1221, C08,C11,C06,C01,C12,,,,,,,
001001-00-1312, C08,C01,C06,C11,C09,C04,C03,,,,,
001001-00-1335, C08,C01,C04,C11,C07,C12,,,,,,
001001-00-1338, C08,C11,C02,C03,C01,C12,C10,C09,C07,C06,C05,C04
001001-00-1393, C08,C05,C11,C07,C01,,,,,,,
001001-00-1397, C08,C01,C04,C12,C03,C09,C06,,,,,
001001-00-1435, C08,C04,C11,C12,C01,C02,,,,,,
001001-00-1441, C08,C04,C11,C01,C02,C09,C03,,,,,
001001-00-1443, C08,C04,C11,C09,C05,C02,C03,C10,,,,
001001-00-1447, C08,C01,C05,C11,C04,C02,C03,C09,,,,
001001-00-1462, C08,C02,C07,C01,C04,C05,C03,,,,,
001001-00-1468, C08,,,,,,,,,,,
001001-00-1487, C08,C05,,,,,,,,,,
001001-00-1489, C08,C05,C02,C07,C10,,,,,,,
001001-00-1495, C08,C01,C09,C03,C05,C11,,,,,,
001001-00-1523, C08,C01,C09,C03,C05,C11,,,,,,
001001-00-1539, C08,C11,C07,,,,,,,,,
001001-00-0010, C08,C11,C09,,,,,,,,,
001001-00-0064, C08,,,,,,,,,,,
001001-00-0090, C08,C01,,,,,,,,,,
001001-00-0130, C08,C01,C07,C04,C11,C05,,,,,,
001001-00-0133, C08,C01,C07,C04,C11,C05,,,,,,
001001-00-0152, C08,C01,C09,C06,C05,C03,C11,C02,,,,
001001-00-0157, C08,C04,C11,C10,C03,C09,,,,,,
001001-00-0210, C08,C01,C12,C06,C04,C03,C02,C09,C07,C11,C05,C10
001001-00-0230, C08,C07,C11,C02,C04,,,,,,,
001001-00-0277, C08,C11,C07,,,,,,,,,
001001-00-0278, C08,C05,C10,,,,,,,,,
001001-00-0285, C08,C05,C07,,,,,,,,,
001001-00-0319, C08,C01,C11,C07,C04,C02,C06,C10,,,,
001001-00-0122, C08,C10,C09,C03,C02,C12,,,,,,
001001-00-0124, C08,C11,C04,C03,C01,C02,C07,,,,,
001001-00-0128, C08,C10,C09,C03,C02,C12,C07,C06,C04,C11,C05,
001001-00-0131, C08,,,,,,,,,,,
001001-00-0147, C08,C01,C02,C04,C06,WI01,,,,,,
001001-00-0149, C08,C02,C11,C04,WI01,WI02,WI03,WI04,WI05,,,
001001-00-0152, C08,C01,C10,C03,,,,,,,,
000801-00-0015, C08,C01,,,,,,,,,,
000801-00-0106, C08,C02,C04,C01,C09,,,,,,,
000801-00-0207, C08,C01,C05,C11,C09,C06,,,,,,
