ID,1st choice,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,8th choice,9th choice,10th choice,11th choice
000701-00-0663, C09,,,,,,,,,,
000701-00-0665, C10,C08,C02,C11,C06,C03,C09,C07,C05,C04,C01
000701-00-0667, C01,,,,,,,,,,
000701-00-0668, C10,C11,C02,C05,C03,C04,C07,C06,C09,C01,C08
000701-00-0669, C09,C10,C03,C06,C07,,,,,,
000701-00-0672, C05,C10,,,,,,,,,
000701-00-0674, C01,C10,C09,C03,C05,C07,C11,C04,,,
000701-00-0675, C02,C03,C05,C09,,,,,,,
000701-00-0678, C09,C10,,,,,,,,,
000701-00-0680, C01,C05,,,,,,,,,
000701-00-0681, C02,C01,,,,,,,,,
000701-00-0684, C09,C03,,,,,,,,,
000701-00-0686, C05,,,,,,,,,,
000701-00-0688, C09,,,,,,,,,,
000701-00-0690, C10,C09,C07,,,,,,,,
000701-00-0691, C09,C10,C03,C01,,,,,,,
000701-00-0694, C10,C03,C05,,,,,,,,
000701-00-0696, C04,C08,,,,,,,,,
000701-00-0697, C10,C09,C07,C06,C03,C02,C01,C11,,,
000701-00-0700, C07,C01,C05,C10,,,,,,,
000701-00-0701, C03,C07,C05,C02,,,,,,,
000701-00-0704, C10,C02,C05,C09,C04,C11,C01,C08,,,
000701-00-0705, C01,C09,C03,C07,C06,,,,,,
000701-00-0708, C01,C02,C04,C09,C08,C11,C07,,,,
000701-00-0710, C01,C09,C03,C07,C06,C10,,,,,
000701-00-0712, C11,C09,C01,C10,C03,,,,,,
000701-00-0713, C10,C01,C11,,,,,,,,
000701-00-0716, C06,C07,C10,C09,C03,,,,,,
000701-00-0718, C09,C04,C03,C08,C05,,,,,,
000701-00-0720, C09,C10,C05,,,,,,,,
000701-00-0723, C10,C09,C07,,,,,,,,
000701-00-0726, C03,C10,C02,,,,,,,,
000701-00-0728, C10,,,,,,,,,,
000701-00-0729, C10,C06,C03,,,,,,,,
000701-00-0731, C03,C09,C01,C10,,,,,,,
000701-00-0733, C07,C04,C10,C08,C09,C03,C01,C02,,,
000701-00-0734, C10,,,,,,,,,,
000701-00-0736, C07,C01,C08,C06,C05,C03,,,,,
000701-00-0739, C05,C09,C11,C10,C03,,,,,,
000701-00-0741, C06,C01,C05,C07,C09,C10,C11,,,,
000701-00-0742, C04,C10,C01,,,,,,,,
000701-00-0743, C05,C11,C03,C09,C10,C07,,,,,
000701-00-0745, C09,C10,C02,C01,,,,,,,
000701-00-0748, C09,C10,C03,C01,,,,,,,
000701-00-0750, C09,,,,,,,,,,
000701-00-0752, C09,C10,C03,C01,,,,,,,
000701-00-0755, C05,C04,C02,C09,C11,C07,C01,C08,C10,C03,C06
000701-00-0757, C05,,,,,,,,,,
000701-00-0758, C01,C03,C09,,,,,,,,
000701-00-0760, C10,C01,C03,C06,C07,C09,,,,,
000701-00-0763, C03,C10,C04,C07,C11,C02,,,,,
000701-00-0764, C05,C03,C10,C09,,,,,,,
000701-00-0767, C10,C09,,,,,,,,,
000701-00-0768, C01,,,,,,,,,,
000701-00-0771, C10,C02,C05,C09,C04,C11,C01,C08,,,
000701-00-0773, C10,C09,C03,,,,,,,,
000701-00-0774, C05,C01,C10,C06,C02,,,,,,
000701-00-0776, C03,C01,C07,C09,C06,,,,,,
000701-00-0778, C01,C05,C04,,,,,,,,
000701-00-0779, C04,C10,,,,,,,,,
000701-00-0781, C04,C10,,,,,,,,,
000701-00-0783, C01,C04,C11,C10,C02,C07,,,,,
000701-00-0785, C07,C01,C05,C11,C04,C08,C10,,,,
000701-00-0788, C05,C06,C07,C08,C09,C10,C11,C01,C02,C03,C04
000701-00-0791, C05,C02,C10,C07,C06,,,,,,
000701-00-0792, C07,C10,C09,C03,C05,C04,C02,C01,C08,C11,
000701-00-0794, C01,C02,C09,C07,,,,,,,
000701-00-0796, C01,C10,C09,C11,C02,,,,,,
000701-00-0798, C09,C10,,,,,,,,,
000701-00-0800, C03,C06,C07,C09,C10,,,,,,
000701-00-0803, C03,C06,C08,C09,C04,C05,,,,,
000701-00-0805, C10,C09,C07,C06,C03,C04,C05,C08,C01,,
000701-00-0807, C10,C05,C09,C02,C01,C11,,,,,
000701-00-0810, C10,C04,C02,C05,C11,C07,,,,,
000701-00-0812, C03,C10,C09,C06,,,,,,,
000701-00-0814, C09,C05,C10,,,,,,,,
000701-00-0815, C03,C06,C07,C09,C10,,,,,,
000701-00-0818, C05,,,,,,,,,,
000701-00-0819, C01,C07,C10,C04,C03,C08,C11,C02,C06,C09,C05
000701-00-0822, C05,C11,C03,C04,C06,C08,C10,,,,
000701-00-0823, C01,C07,C03,,,,,,,,
000701-00-0825, C05,C09,C01,,,,,,,,
000701-00-0828, C03,C05,C04,C10,C11,C01,C02,C06,C07,C08,C09
000701-00-0829, C03,C02,C01,C11,C07,,,,,,
000701-00-0830, C01,C11,C03,C09,C07,C08,C06,C04,C05,C10,C02
000701-00-0832, C04,C11,C09,C10,C02,C05,,,,,
000701-00-0835, C05,C10,C02,C04,C11,C09,C03,,,,
000701-00-0836, C03,C06,C09,,,,,,,,
000701-00-0839, C01,C08,C02,,,,,,,,
000701-00-0842, C09,C03,C06,C07,C02,,,,,,
000701-00-0843, C09,C10,C03,C01,,,,,,,
000701-00-0846, C10,C05,C02,,,,,,,,
000701-00-0847, C03,C07,C06,C09,C10,,,,,,
000701-00-0848, C01,,,,,,,,,,
000701-00-0851, C01,,,,,,,,,,
000701-00-0852, C04,C05,C01,C08,C02,C10,C09,C07,,,
000701-00-0854, C06,,,,,,,,,,
000701-00-0856, C10,,,,,,,,,,
000701-00-0860, C01,C04,C06,C10,,,,,,,
000701-00-0861, C10,C09,C05,C04,,,,,,,
000701-00-0864, C06,C01,,,,,,,,,
000701-00-0866, C06,,,,,,,,,,
000701-00-0869, C09,C01,C10,C03,C11,,,,,,
000701-00-0871, C09,C01,C10,C03,C11,,,,,,
000701-00-0872, C09,C10,C03,C01,,,,,,,
000701-00-0874, C09,C10,C03,C01,,,,,,,
000701-00-0877, C11,C08,C04,C01,C05,,,,,,
000701-00-0879, C09,C08,C04,C01,C02,C05,C07,C03,C10,C11,C06
000701-00-0880, C05,C09,C03,C06,C01,C08,,,,,
000701-00-0883, C10,C07,,,,,,,,,
000701-00-0884, C09,C10,C03,C05,C07,,,,,,
000701-00-0885, C10,C04,C02,C05,,,,,,,
000701-00-0888, C09,C10,C05,C02,,,,,,,
000701-00-0890, C07,C10,C09,C03,C01,C11,,,,,
000701-00-0892, C10,C07,C03,,,,,,,,
000701-00-0893, C10,,,,,,,,,,
000701-00-0896, C10,C09,C05,,,,,,,,
000701-00-0898, C07,C04,C05,C09,C10,C01,C02,C03,,,
000701-00-0901, C04,C10,,,,,,,,,
000701-00-0902, C05,C09,C10,C01,,,,,,,
000701-00-0904, C05,C01,C03,C10,,,,,,,
000701-00-0906, C01,C05,C07,,,,,,,,
000701-00-0908, C06,C10,C07,,,,,,,,
000701-00-0910, C10,C03,C09,,,,,,,,
000701-00-0912, C01,C05,C04,C10,,,,,,,
000701-00-0915, C07,C03,C11,C09,C01,,,,,,
000701-00-0917, C07,C04,C03,C11,C09,C01,,,,,
000701-00-0918, C03,C06,C07,C09,C10,,,,,,
000701-00-0920, C09,C01,C05,,,,,,,,
000701-00-0922, C02,C10,C07,,,,,,,,
000701-00-0924, C05,,,,,,,,,,
000701-00-0926, C09,,,,,,,,,,
000701-00-0929, C06,C10,C01,,,,,,,,
000701-00-0931, C06,C07,C09,C10,C03,,,,,,
000701-00-0933, C01,,,,,,,,,,
000701-00-0935, C04,,,,,,,,,,
000701-00-0936, C10,,,,,,,,,,
000701-00-0939, C05,C10,,,,,,,,,
000701-00-0940, C10,C06,C03,C09,,,,,,,
000701-00-0943, C04,C08,C02,,,,,,,,
000701-00-0944, C09,C10,C03,C04,,,,,,,
000701-00-0946, C06,C11,C10,C09,C07,C05,,,,,
000701-00-0948, C09,C10,C02,C03,C04,,,,,,
000701-00-0949, C03,C10,,,,,,,,,
000701-00-0952, C10,C06,,,,,,,,,
000701-00-0954, C09,C03,C10,,,,,,,,
000701-00-0957, C09,C10,C07,C06,C03,,,,,,
000701-00-0960, C01,C04,C10,C09,C03,C07,C11,,,,
000701-00-0961, C01,C10,C09,C05,C02,,,,,,
000701-00-0963, C04,C01,C08,C06,C10,C07,,,,,
000701-00-0966, C03,C10,C04,,,,,,,,
000701-00-0968, C09,C10,C03,C01,,,,,,,
000701-00-0970, C09,C10,C03,,,,,,,,
000701-00-0973, C04,C02,C07,C09,C11,,,,,,
000701-00-0975, C03,C10,,,,,,,,,
000701-00-0976, C03,C09,C10,C11,C06,C07,C05,C08,C02,C01,C04
000701-00-0978, C03,C09,C10,C11,C06,C07,C05,C08,C02,C01,C04
000701-00-0981, C02,C03,C05,C09,C10,,,,,,
000701-00-0982, C01,C10,C03,,,,,,,,
000701-00-0985, C06,,,,,,,,,,
000701-00-0987, C10,C04,C08,C01,,,,,,,
000701-00-0988, C04,C09,C10,C01,C05,C02,C03,C06,C07,C08,C11
000701-00-0990, C01,C04,C09,C10,,,,,,,
000701-00-0993, C06,C07,C05,,,,,,,,
000701-00-0994, C03,C05,C09,C07,,,,,,,
000701-00-0997, C10,C09,,,,,,,,,
000701-00-0999, C01,C05,C10,,,,,,,,
000701-00-1002, C10,C06,C07,C09,C03,,,,,,
000701-00-1005, C05,C10,C01,C03,,,,,,,
000701-00-1007, C10,C09,C07,,,,,,,,
000701-00-1010, C05,,,,,,,,,,
000701-00-1013, C04,C10,C05,C09,,,,,,,
000701-00-1015, C10,C09,C07,C01,C03,C06,,,,,
000701-00-1017, C08,C05,,,,,,,,,
000701-00-1019, C06,C07,C09,C10,C03,C05,C01,C11,,,
000701-00-1020, C03,C04,C11,C09,C05,C10,C01,C08,C07,,
000701-00-1022, C09,C06,C10,C05,C07,C03,C08,C04,C02,C01,C11
000701-00-1024, C10,,,,,,,,,,
000701-00-1027, C03,C10,C09,C05,C06,,,,,,
000701-00-1028, C09,C10,C02,,,,,,,,
000701-00-1030, C05,C01,C06,C10,,,,,,,
000701-00-1033, C09,C03,C10,C05,C04,,,,,,
000701-00-1035, C05,C01,C06,C10,,,,,,,
000701-00-1036, C10,,,,,,,,,,
000701-00-1039, C10,C09,C06,C08,C04,C07,C05,C02,C01,C11,C03
000701-00-1040, C03,C04,C11,C09,C05,C10,C08,C01,C07,,
000701-00-1042, C07,C06,C03,,,,,,,,
000701-00-1046, C05,C07,C10,C01,C09,,,,,,
000701-00-1047, C06,C01,C10,,,,,,,,
000701-00-1049, C09,C05,C11,C07,C03,C04,C06,C08,,,
000701-00-1052, C02,C09,C05,,,,,,,,
000701-00-1053, C09,C06,C10,C03,C05,,,,,,
000701-00-1055, C05,C08,C10,C07,,,,,,,
000701-00-1057, C09,,,,,,,,,,
000701-00-1060, C10,C09,,,,,,,,,
000701-00-1062, C09,C01,C10,C04,C03,C11,C07,C08,C02,C05,
000701-00-1063, C09,C01,C10,C03,C11,C02,,,,,
000701-00-1067, C09,C07,C05,,,,,,,,
000701-00-1068, C04,C08,C10,C06,C07,C09,C03,,,,
000701-00-1070, C03,C02,C04,C06,C07,C09,C10,C11,,,
000701-00-1071, C09,C07,C10,C11,,,,,,,
000701-00-1073, C05,C02,C07,C06,C04,,,,,,
000701-00-1078, C10,C05,C02,C03,C07,,,,,,
000701-00-1079, C03,C07,C11,C02,C09,C05,C01,C06,,,
000701-00-1082, C09,C06,C03,C01,C07,,,,,,
000701-00-1084, C10,C03,,,,,,,,,
000701-00-1086, C10,C06,C08,,,,,,,,
000701-00-1087, C10,C09,C03,,,,,,,,
000701-00-1090, C01,,,,,,,,,,
000701-00-1091, C03,C02,C06,C09,,,,,,,
000701-00-1093, C06,C05,C10,,,,,,,,
000701-00-1095, C01,C03,C07,C06,C11,C04,,,,,
000701-00-1098, C05,C04,,,,,,,,,
000701-00-1099, C02,C10,C04,,,,,,,,
000701-00-1102, C11,C10,,,,,,,,,
000701-00-1103, C05,C10,C09,,,,,,,,
000701-00-1105, C10,C04,,,,,,,,,
000701-00-1108, C03,C02,C06,C09,C07,C08,C11,C04,C05,,
000701-00-1110, C11,,,,,,,,,,
000701-00-1113, C07,C05,C08,C09,C10,C11,C01,C02,C03,C04,
000701-00-1115, C02,C05,C04,,,,,,,,
000701-00-1117, C10,C09,C03,C06,C07,C02,C04,C05,C08,C11,C01
000701-00-1119, C05,C06,C10,,,,,,,,
000701-00-1121, C10,C02,C05,,,,,,,,
000701-00-1124, C10,C03,C05,,,,,,,,
000701-00-1126, C05,C02,C10,C09,,,,,,,
000701-00-1127, C06,C10,C07,,,,,,,,
000701-00-1130, C10,C02,C01,C11,,,,,,,
000701-00-1132, C09,C03,C01,C11,C10,C08,C07,C06,C05,,
000701-00-1135, C01,C09,C02,C10,,,,,,,
000701-00-1137, C10,C06,C11,C05,C07,C08,C09,C01,C02,C03,C04
000701-00-1138, C07,C09,,,,,,,,,
000701-00-1139, C07,C09,C01,,,,,,,,
000701-00-1140, C03,C06,C07,C09,C10,,,,,,
000701-00-1143, C09,C06,C10,C03,C04,C01,C02,C07,C05,C08,
000701-00-1144, C11,C01,C02,,,,,,,,
000701-00-1147, C03,C09,C10,,,,,,,,
000701-00-1149, C03,C09,C01,C07,C11,,,,,,
000701-00-1151, C03,C09,C01,C07,C11,,,,,,
000701-00-1152, C10,,,,,,,,,,
000701-00-1154, C03,C10,,,,,,,,,
000701-00-1159, C08,C01,,,,,,,,,
000701-00-1162, C03,C10,C04,,,,,,,,
000701-00-1164, C09,C03,C10,,,,,,,,
000701-00-1165, C06,C09,C11,C03,C07,,,,,,
000701-00-1168, C11,C04,C05,,,,,,,,
000701-00-1169, C10,C09,C03,C07,C06,C05,C02,C01,C11,,
000701-00-1172, C06,C10,,,,,,,,,
000701-00-1174, C09,C07,C11,C04,C02,C10,C03,C08,C01,C05,C06
000701-00-1177, C05,C06,C09,C10,C11,C07,,,,,
000701-00-1179, C04,,,,,,,,,,
000701-00-1181, C09,,,,,,,,,,
000701-00-1182, C01,C11,,,,,,,,,
000701-00-1185, C05,C11,C01,C04,C08,,,,,,
000701-00-1186, C07,C05,C10,C08,C11,C04,C06,C01,C03,C02,
000701-00-1188, C06,C11,,,,,,,,,
000701-00-1191, C11,C04,C10,,,,,,,,
000701-00-1192, C04,C11,C05,C10,C09,,,,,,
000701-00-1195, C10,C03,C09,C02,C05,,,,,,
000701-00-1198, C10,C03,C09,C02,C05,C06,C08,C11,C01,C04,C07
000701-00-1200, C06,C10,C03,,,,,,,,
000701-00-1201, C01,C05,C08,C10,C03,,,,,,
000701-00-1203, C05,C08,C11,C02,C04,,,,,,
000701-00-1205, C11,C10,C09,,,,,,,,
000701-00-1208, C06,,,,,,,,,,
000701-00-1210, C09,C06,C01,,,,,,,,
000701-00-1211, C03,C10,C04,C07,C02,C11,,,,,
000701-00-1214, C06,,,,,,,,,,
000701-00-1215, C09,C11,C10,,,,,,,,
000701-00-1217, C09,C03,C01,C11,C07,C04,,,,,
000701-00-1219, C04,C10,,,,,,,,,
000701-00-1221, C03,C11,C01,C07,C04,,,,,,
000701-00-1223, C04,,,,,,,,,,
000701-00-1224, C04,C05,C01,C10,C11,,,,,,
000701-00-0001,,,,,,,,,,,
000701-00-0002,,,,,,,,,,,
000701-00-0003,,,,,,,,,,,
000701-00-0004,,,,,,,,,,,
000701-00-0005,,,,,,,,,,,
000701-00-0006,,,,,,,,,,,
000701-00-0007,,,,,,,,,,,
000701-00-0008,,,,,,,,,,,
000701-00-0009,,,,,,,,,,,
000701-00-0010,,,,,,,,,,,
000701-00-0011,,,,,,,,,,,
000701-00-0012,,,,,,,,,,,
000701-00-0013,,,,,,,,,,,
000701-00-0014,,,,,,,,,,,
000701-00-0015,,,,,,,,,,,
000701-00-0016,,,,,,,,,,,
000701-00-0017,,,,,,,,,,,
000701-00-0018,,,,,,,,,,,
000701-00-0019,,,,,,,,,,,
000701-00-0020,,,,,,,,,,,
000701-00-0021,,,,,,,,,,,
000701-00-0022,,,,,,,,,,,
000701-00-0023,,,,,,,,,,,
000701-00-0024,,,,,,,,,,,
000701-00-0025,,,,,,,,,,,
000701-00-0026,,,,,,,,,,,
000701-00-0027,,,,,,,,,,,
000701-00-0028,,,,,,,,,,,
000701-00-0045, C01,C03,C07,C04,C10,C09,C02,C08,C06,C05,
000701-00-0046, C10,C05,C09,C01,,,,,,,
000701-00-0047, C01,WI02,,,,,,,,,
000701-00-0048, C09,WI01,C03,C04,C06,C10,C11,,,,
000701-00-0049, C03,C06,C09,C05,C11,C10,C08,C07,C01,C02,
000701-00-0050, C05,C01,,,,,,,,,
000701-00-0051, C02,C10,C01,C11,C06,C05,C04,C03,C07,C08,
000701-00-0052, C04,C09,WI01,C10,C03,C01,,,,,
000701-00-0053, WI01,,,,,,,,,,
000701-00-0054, WI01,,,,,,,,,,
000701-00-0055, C01,C05,C10,C03,C09,WI01,,,,,
000701-00-0056, C04=C10,,,,,,,,,,
000701-00-0057,,,,,,,,,,,
000701-00-0058,,,,,,,,,,,
000701-00-0059,,,,,,,,,,,
001003-00-0001, C02,C05,C07,C08,C11,C01,,,,,
001003-00-0003, C09,,,,,,,,,,
001003-00-0005, C07,C10,C08,,,,,,,,
001003-00-0007, C01,C08,C06,,,,,,,,
001003-00-0008, C01,C06,,,,,,,,,
001003-00-0011, C01,C02,C03,C04,C05,C06,C07,C08,C11,,
001003-00-0013, C04,C01,C09,C02,C07,C11,C10,C08,,,
001003-00-0018, C01,C10,C05,C04,,,,,,,
001003-00-0019, C03,C09,C10,C07,C06,C11,,,,,
001003-00-0020, C01,C08,,,,,,,,,
001003-00-0023, C01,C08,,,,,,,,,
001003-00-0024, C07,C03,C09,,,,,,,,
001003-00-0026, C10,C01,C02,C06,,,,,,,
001003-00-0028, C07,C10,C06,C01,C05,C04,C03,C08,C11,,
001003-00-0030, C02,C11,C01,C10,C06,C05,C03,C09,C08,C07,C04
001003-00-0032, C03,C06,C07,C09,C01,C11,C04,C10,C08,C02,C05
001003-00-0033, C03,C01,C07,C11,C06,C04,C05,,,,
001003-00-0038, C10,C05,C09,C02,C11,,,,,,
001003-00-0041, C07,,,,,,,,,,
001003-00-0044, C10,C09,C01,,,,,,,,
001003-00-0045, C05,C04,C07,C01,C03,C10,,,,,
001003-00-0048, C10,C05,,,,,,,,,
001003-00-0051, C01,C05,C09,,,,,,,,
001003-00-0053, C07,C10,C05,,,,,,,,
001003-00-0055, C06,C08,,,,,,,,,
001003-00-0057, C10,,,,,,,,,,
001003-00-0060, C10,C01,C07,C06,C11,,,,,,
001003-00-0061, C09,C10,C03,C06,C07,,,,,,
001003-00-0064, C03,,,,,,,,,,
001003-00-0065, C01,C04,C11,,,,,,,,
001003-00-0068, C10,C09,C05,C11,C02,,,,,,
001003-00-0070, C01,C07,C02,,,,,,,,
001003-00-0072, C06,,,,,,,,,,
001003-00-0073, C01,C07,,,,,,,,,
001003-00-0075, C04,C09,,,,,,,,,
001003-00-0077, C07,C08,C01,,,,,,,,
001003-00-0079, C11,C03,C09,C07,C01,C06,C05,,,,
001003-00-0081, C01,C06,C07,C09,C10,C08,C11,C02,C03,C04,C05
001003-00-0083, C03,C01,C02,C11,C09,C07,C10,C04,C08,C05,C06
001003-00-0086, C10,,,,,,,,,,
001003-00-0088, C10,,,,,,,,,,
001003-00-0090, C05,C10,C02,,,,,,,,
001003-00-0093, C06,C07,,,,,,,,,
001003-00-0095, C03,C10,,,,,,,,,
001003-00-0097, C03,C10,C05,C06,C09,C08,,,,,
001003-00-0099, C10,,,,,,,,,,
001003-00-0100, C09,C10,C01,,,,,,,,
001003-00-0103, C10,C01,C02,C08,C06,C07,C11,C05,C04,C03,C09
001003-00-0104, C09,C01,C07,C08,,,,,,,
001003-00-0107, C02,C10,C03,C06,C04,C01,,,,,
001003-00-0109, C10,C01,C08,,,,,,,,
001003-00-0112, C10,C03,C11,,,,,,,,
001003-00-0115, C10,C03,,,,,,,,,
001003-00-0117, C10,C02,C05,C11,C01,C09,,,,,
001003-00-0119, C10,C02,C05,C11,C01,,,,,,
001003-00-0121, C07,C01,C02,C05,C10,C03,C09,,,,
001003-00-0123, C11,C01,C02,C03,C07,C09,C08,C06,C10,,
001003-00-0125, C03,,,,,,,,,,
001003-00-0127, C10,C05,C03,C09,C01,C04,C02,,,,
001003-00-0129, C05,C03,C01,C10,,,,,,,
001003-00-0130, C10,C06,C05,C04,,,,,,,
001003-00-0132, C01,C05,C10,,,,,,,,
001003-00-0136, C10,C05,C07,,,,,,,,
001003-00-0138, C09,,,,,,,,,,
001003-00-0139, C10,C03,C05,C01,,,,,,,
001003-00-0141, C03,C04,C09,C01,,,,,,,
001003-00-0143, C10,C01,C05,C07,C09,C03,,,,,
001003-00-0145, C07,C10,C06,C03,C05,,,,,,
001003-00-0147, C07,C06,C10,,,,,,,,
001003-00-0148, C07,C02,C01,C11,C10,C03,C06,,,,
001003-00-0150, C01,C02,C04,C05,C10,C08,C09,C06,,,
001003-00-0152, C10,C05,,,,,,,,,
001003-00-0155, C07,C10,,,,,,,,,
001003-00-0158, C07,,,,,,,,,,
001003-00-0159, C07,,,,,,,,,,
001003-00-0162, C10,,,,,,,,,,
001003-00-0163, C06,C10,C07,C09,C03,C01,C05,C11,C08,C04,C02
001003-00-0165, C09,C10,C01,C07,C05,,,,,,
001003-00-0168, C06,C10,,,,,,,,,
001003-00-0169, C07,C09,,,,,,,,,
001003-00-0171, C11,C10,C07,C01,C04,C02,C03,,,,
001003-00-0172, C07,C01,,,,,,,,,
001003-00-0176, C01,C10,C03,C06,,,,,,,
001003-00-0177, C06,,,,,,,,,,
001003-00-0179, C07,,,,,,,,,,
001003-00-0181, C03,,,,,,,,,,
001003-00-0183, C10,,,,,,,,,,
001003-00-0185, C09,C10,C01,C03,C06,C07,,,,,
001003-00-0187, C10,C04,C02,C01,C03,C09,,,,,
001003-00-0189, C10,,,,,,,,,,
001003-00-0192, C05,C10,C04,C09,C02,C08,C01,,,,
001003-00-0193, C03,C10,C11,,,,,,,,
001003-00-0195, C03,C10,C07,,,,,,,,
001003-00-0198, C01,C09,C03,C07,,,,,,,
001003-00-0199, C06,C10,C07,,,,,,,,
001003-00-0201, C02,C04,C01,C09,C07,C11,C10,C08,C05,C03,C06
001003-00-0204, C01,,,,,,,,,,
001003-00-0205, C01,C10,C07,C03,C06,C09,C05,,,,
001003-00-0206, C04,C10,,,,,,,,,
001003-00-0210, C03,C10,C06,C08,,,,,,,
001003-00-0212, C09,C10,,,,,,,,,
001003-00-0215, C09,C03,C07,,,,,,,,
001003-00-0217, C07,C09,C05,,,,,,,,
001003-00-0219, C11,C01,C03,C04,C08,,,,,,
001003-00-0220, C10,C09,C03,,,,,,,,
001003-00-0222, C01,C07,C02,C05,C04,C06,C08,C03,C09,C10,C11
001003-00-0223, C06,C03,C02,,,,,,,,
001003-00-0227, C05,C10,C03,C11,C06,C07,C09,,,,
001003-00-0228, C02,C06,C07,,,,,,,,
001003-00-0231, C07,C04,C10,,,,,,,,
001003-00-0232, C10,C11,C04,C05,,,,,,,
001003-00-0234, C10,C03,,,,,,,,,
001003-00-0236, C06,C07,,,,,,,,,
001003-00-0239, C01,C04,C06,C08,C09,C05,C02,C03,C11,C07,C10
001003-00-0240, C07,C06,C10,,,,,,,,
001003-00-0242, C07,,,,,,,,,,
001003-00-0245, C10,C11,C04,C03,,,,,,,
001003-00-0246, C07,,,,,,,,,,
001003-00-0248, C03,C06,C10,C05,C09,C07,C11,,,,
001003-00-0249, C09,C07,C06,C10,C05,C03,,,,,
001003-00-0252, C11,C01,C06,,,,,,,,
001003-00-0254, C07,C01,C08,C10,C09,,,,,,
001003-00-0256, C06,C10,C03,,,,,,,,
001003-00-0257, C05,C02,C01,C10,C08,C04,C09,C03,C11,C07,C06
001003-00-0260, C07,C09,C10,,,,,,,,
001003-00-0262, C07,C10,C09,C01,C05,C08,C03,C02,,,
001003-00-0263, C04,C10,C05,C09,,,,,,,
001003-00-0266, C11,C03,C01,,,,,,,,
001003-00-0269, C01,C07,C09,C10,,,,,,,
001003-00-0270, C03,C10,,,,,,,,,
001003-00-0273, C11,C10,C04,C05,C09,,,,,,
001003-00-0274, C06,,,,,,,,,,
001003-00-0278, C10,C11,C03,C07,C01,C04,,,,,
001003-00-0279, C07,,,,,,,,,,
001003-00-0282, C01,,,,,,,,,,
001003-00-0283, C07,C01,C09,C05,,,,,,,
001003-00-0285, C11,C01,C02,C03,C07,C09,C08,C06,C10,,
001003-00-0287, C01,C03,C10,,,,,,,,
001003-00-0289, C09,C01,C05,C11,,,,,,,
001003-00-0291, C01,C05,C11,C02,C09,,,,,,
001003-00-0292, C02,C10,C06,,,,,,,,
001003-00-0295, C10,C05,C02,,,,,,,,
001003-00-0296, C05,C03,C02,C01,,,,,,,
001003-00-0298, C10,C08,C01,C05,C02,,,,,,
001003-00-0300, C07,C01,C06,C10,C03,,,,,,
001003-00-0302, C03,C09,C01,C10,C05,C02,,,,,
001003-00-0304, C05,C09,C03,C01,C02,C10,,,,,
001003-00-0306, C06,C10,,,,,,,,,
001003-00-0308, C07,C04,,,,,,,,,
001003-00-0310, C04,C07,C10,,,,,,,,
001003-00-0312, C04,,,,,,,,,,
001003-00-0316, C03,C04,C09,C01,,,,,,,
001003-00-0317, C06,,,,,,,,,,
001003-00-0318, C06,C10,C07,C09,C01,,,,,,
001003-00-0321, C06,C07,C11,,,,,,,,
001003-00-0323, C06,C07,C03,,,,,,,,
001003-00-0325, C06,C07,C03,,,,,,,,
001003-00-0326, C06,C07,C03,,,,,,,,
001003-00-0328, C06,,,,,,,,,,
001003-00-0330, C07,,,,,,,,,,
001003-00-0332, C06,,,,,,,,,,
001003-00-0334, C03,C09,C01,C11,C10,C05,,,,,
001003-00-0336, C10,,,,,,,,,,
001003-00-0339, C03,C09,C06,C10,C11,C04,,,,,
001003-00-0340, C06,C01,C10,C07,C08,,,,,,
001003-00-0343, C07,C06,,,,,,,,,
001003-00-0344, C07,C06,,,,,,,,,
001003-00-0346, C06,C10,C07,,,,,,,,
001003-00-0348, C03,C07,C09,C06,C10,,,,,,
001003-00-0352, C11,,,,,,,,,,
001003-00-0353, C10,C09,C05,C02,C11,C03,C07,,,,
001003-00-0354, C10,C05,C02,C11,C09,C03,,,,,
001003-00-0356, C10,C07,C05,C02,C03,C09,C11,C08,,,
001003-00-0358, C10,,,,,,,,,,
001003-00-0359, C07,C06,,,,,,,,,
001003-00-0363, C10,C03,C05,C01,C09,C08,,,,,
001003-00-0365, C10,C05,C03,C01,C09,C04,C02,,,,
001003-00-0367, C09,C04,,,,,,,,,
001003-00-0368, C03,C10,C09,,,,,,,,
001003-00-0372, C09,C07,C01,C05,C02,C10,C04,,,,
001003-00-0373, C07,C10,C06,C09,C11,C03,,,,,
001003-00-0376, C05,,,,,,,,,,
001003-00-0379, C01,C05,C07,C09,C08,C03,,,,,
001003-00-0382, C07,C10,C01,C06,,,,,,,
001003-00-0383, C10,C09,C01,C11,C07,C06,C08,C02,C03,C04,C05
001003-00-0386, C04,C10,C09,C03,C05,C08,C11,,,,
001003-00-0388, C10,C03,C05,,,,,,,,
001003-00-0389, C06,,,,,,,,,,
001003-00-0391, C01,C10,C07,C06,,,,,,,
001003-00-0394, C10,C03,C05,C09,,,,,,,
001003-00-0395, C10,C05,C02,C01,C03,,,,,,
001003-00-0398, C10,C05,C07,C01,C02,,,,,,
001003-00-0399, C10,C03,C01,,,,,,,,
001003-00-0402, C10,C05,C02,,,,,,,,
001003-00-0404, C08,C03,C05,C04,C10,C02,,,,,
001003-00-0405, C07,,,,,,,,,,
001003-00-0408, C05,C10,C02,C09,C01,C04,,,,,
001003-00-0410, C01,C10,C06,C03,,,,,,,
