ID,1st choice,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,8th choice
000201-00-1568, C04,,,,,,,
000201-00-1571, C04,,,,,,,
000201-00-0017, C04,C03,C02,,,,,
000201-00-0019, C04,C03,WI01,WI02,WI03,WI04,,
000201-00-0020, C04,C01,C02,C03,C05,C07,C08,WI01
000503-00-0006, C04,C08,,,,,,
000503-00-0101, C04,C07,C05,C03,C01,C02,C08,C06
000503-00-0130, C04,,,,,,,
000503-00-0139, C04,C03,C07,,,,,
000503-00-0167, C04,C07,C08,C05,C01,C06,C02,C03
000503-00-0186, C04,C01,C03,C02,C06,C05,C07,C08
000503-00-0302, C04,C02,C08,C07,C01,C05,C06,C03
000503-00-0346, C04,C02,C06,C03,C01,C05,,
000503-00-0365, C04,C05,C06,C07,C08,C01,,
000503-00-0416, C04,C02,C03,C08,C07,C06,C01,C05
000503-00-0428, C04,C08,,,,,,
000503-00-0458, C04,C03,,,,,,
000503-00-0483, C04,C07,C08,,,,,
000503-00-0494, C04,C03,C02,C01,C08,C07,,
000503-00-0515, C04,C05,C06,C01,C02,,,
000503-00-0521, C04,C08,C06,C05,,,,
000503-00-0526, C04,C07,C02,C05,C01,C03,,
000503-00-0564, C04,C02,C05,C07,C08,,,
000503-00-0582, C04,C05,C06,,,,,
000503-00-0588, C04,C08,C06,C01,C03,C05,C02,
000503-00-0619, C04,C08,,,,,,
000503-00-0660, C04,,,,,,,
000503-00-0663, C04,C07,C06,,,,,
000503-00-0673, C04,C02,,,,,,
000503-00-0697, C04,C03,,,,,,
000503-00-0731, C04,C02,C05,C06,C07,C01,C08,
000503-00-0737, C04,C06,C03,,,,,
000503-00-0772, C04,C03,C02,,,,,
000503-00-0789, C04,C03,C06,C08,,,,
000503-00-0818, C04,,,,,,,
000503-00-0828, C04,C06,,,,,,
000503-00-0868, C04,C02,C03,C01,C08,C06=C07,,
000503-00-0880, C04,C03,C02,C06,,,,
000503-00-0905, C04,,,,,,,
000503-00-0912, C04,,,,,,,
000503-00-0931, C04,C02,C05,C08,C06,,,
000503-00-0959, C04,C02,C03,C08,C05,,,
000503-00-0999, C04,C06,C05,C08,C07,,,
000503-00-1004, C04,C06,C08,C05,C07,,,
000503-00-1045, C04,C03,,,,,,
000503-00-1052, C04,C03,C02,C07,C08,,,
000503-00-1078, C04,C07,C08,,,,,
000503-00-1083, C04,C06,,,,,,
000503-00-1094, C04,C03,C02,C01,C07,C08,C05,
000503-00-1187, C04,C08,,,,,,
000503-00-1189, C04,C08,C03,,,,,
000503-00-1195, C04,C06,,,,,,
000503-00-1225, C04,C06,C01,C08,C07,C05,C03,C02
000503-00-1277, C04,C07,C08,C02,C03,,,
000503-00-1314, C04,C03,C05,C07,C08,,,
000503-00-1363, C04,C05,C08,C06,,,,
000503-00-1365, C04,C07,C08,,,,,
000503-00-1399, C04,C07,,,,,,
000503-00-1405, C04,C08,C07,C05,C02,C03,C06,C01
000503-00-1417, C04,C02,C05,C07,C03,,,
000503-00-1445, C04,C03,C02,,,,,
000503-00-1452, C04,C06,,,,,,
000503-00-1460, C04,C05,C08,,,,,
000503-00-1502, C04,C02=C03=C05=C08,C01=C07,,,,,
000503-00-1513, C04,C08,C07,C03,C02,,,
000503-00-1539, C04,C03,,,,,,
000503-00-1544, C04,C07,C08,,,,,
000503-00-1589, C04,C02,C03,,,,,
000503-00-1615, C04,C02,C03,C05,C06,C07,C01,C08
000503-00-1626, C04,C06,,,,,,
000503-00-1645, C04,C06,C07,,,,,
000503-00-1684, C04,,,,,,,
000503-00-1703, C04,C07,C06,C05,,,,
000503-00-1715, C04,C07,C05,C06,C01,C03,C02,C08
000503-00-1765, C04,C03,C02,,,,,
000503-00-1896, C04,C05,C06,C08,C07,,,
000503-00-1935, C04,C06,C08,C03,,,,
000503-00-1939, C04,,,,,,,
000503-00-1941, C04,C02,,,,,,
000503-00-1959, C04,C02,C01,,,,,
000503-00-1981, C04,C06,,,,,,
000503-00-2016, C04,C03,C02,,,,,
000503-00-2029, C04,C08,C01,C06,C05,,,
000503-00-2038, C04,C02,C05,C06,C08,C03,C01,C07
000503-00-2066, C04,C02,C07,C08,C01,C03,C06,C05
000503-00-2069, C04,C05,C08,C02,C01,C07,,
000503-00-2126, C04,C01,C06,,,,,
000503-00-2161, C04,,,,,,,
000503-00-2165, C04,C02,C08,C03,C06,,,
000503-00-2169, C04,C07,,,,,,
000503-00-2171, C04,C03,C02,C01,C08,C07,C06,C05
000503-00-2176, C04,C03,C05,C07,C02,C08,C01,
000503-00-2203, C04,C06,C07,C02,C03,,,
000503-00-2230, C04,C02,,,,,,
000503-00-2295, C04,C02,C05,C08,,,,
000503-00-2315, C04,C01,C06,C03,C05,C08,C07,C02
000503-00-2321, C04,C03,C02,C05,C06,C07,C08,C01
000503-00-2326, C04,C01,C02,C07,C06,C05,C03,C08
000503-00-2354, C04,C06,C02,C08,C03,,,
000503-00-2360, C04,C06,C03,C01,C08,C05,C02,C07
000503-00-2373, C04,C07,C08,,,,,
000503-00-2375, C04,C07,C03,,,,,
000503-00-2377, C04,C07,C03,,,,,
000503-00-2386, C04,C08,C03,C05,,,,
000503-00-2449, C04,C06,C05,C07,C01,C02,C03,
000503-00-2498, C04,C07,C08,C02,,,,
001002-00-0063, C04,C07,C06,C02,,,,
001002-00-0074, C04,C08,C07,C06,C05,C01,C03,C02
001002-00-0104, C04,C07,C08,C02,C03,,,
001002-00-0145, C04,C03,C01,C05,,,,
001002-00-0405, C04,,,,,,,
001002-00-0417, C04,C03,C06,C07,C01,,,
001002-00-0500, C04,C07,C08,,,,,
001002-00-0697, C04,C06,C07,C01,,,,
001002-00-0735, C04,C07,C06,C05,C08,C01,,
001002-00-0780, C04,C05,C08,,,,,
001002-00-0820, C04,,,,,,,
001002-00-0972, C04,,,,,,,
001002-00-0995, C04,C03,C02,C08,C07,C06,C01,C05
001002-00-1033, C04,C02,C03,C07,C08,C05,C06,
001002-00-1090, C04,C06,C08,,,,,
001002-00-1106, C04,C06,C08,C07,,,,
001002-00-1194, C04,C07,C05,C08,C03,C02,,
001002-00-1230, C04,C05,C08,C07,C06,C01,,
001002-00-1261, C04,C07,C08,C05,,,,
001002-00-1437, C04,C07,C08,,,,,
001002-00-1548, C04,C07,C05,C01,,,,
001002-00-1573, C04,C08,C07,C05,,,,
001002-00-1732, C04,C06,C01,C05,C08,C02,,
001002-00-1874, C04,,,,,,,
001002-00-1924, C04,C07,C08,C01,C05,,,
001002-00-1936, C04,C07,C08,C05,C01,,,
001002-00-1981, C04,C08,C07,C02,C03,,,
001002-00-2141, C04,C07,C08,C01,C06,,,
001002-00-2187, C04,C07,C06,C05,C02,C08,,
001002-00-2225, C04,C05,C06,C01,C03,C07,C08,C02
001002-00-2266, C04,C08,C01,,,,,
001002-00-2383, C04,C07,C05,C01,,,,
001002-00-2396, C04,C07,,,,,,
001002-00-2444, C04,C03,C02,C08,C07,C06,C05,
001002-00-2497, C04,C08,C07,C06,C05,C02,C03,
001002-00-2519, C04,C08,,,,,,
001002-00-2537, C04,,,,,,,
001002-00-2551, C04,,,,,,,
001002-00-2707, C04,C07,C05,C01,,,,
001002-00-0023, C04,C07,C08,C02,C03,,,
000603-00-0338, C08,C04,C07,,,,,
000603-00-0458, C08,C06,C04,C07,C05,,,
000603-00-0695, C08,C04,C07,,,,,
000603-00-1441, C08,C04,C07,,,,,
000603-00-1846, C08,C04,C05,C03,C02,C07,,
000603-00-1929, C08,C04,C02,C07,C06,C05,C01,C03
000603-00-2051, C08,C04,C05,C06,C03,C02,C07,
000603-00-2235, C08,C04,C07,,,,,
000101-00-0256, C08,C04,C05,C03,C07,C01,C06,C02
000702-00-0157, C08,C06,C04,C07,,,,
000702-00-0642, C08,C06,C04,C05,C02,C07,C01,C03
000702-00-0679, C08,C02,C04,C03,C07,C01,C05,C06
000702-00-0733, C08,C04,C07,C03,C02,,,
000902-00-0275, C08,C04,C07,,,,,
000902-00-0710, C08,C04,C07,C06,C02,C03,,
000902-00-1188, C08,C04,C05,C03,C06,C02,C07,
000902-00-1400, C08,C04,C07,C03,C02,,,
000902-00-1458, C08,C04,C02,C07,C03,C06,C01,
000902-00-1534, C08,C06,C04,C07,,,,
000902-00-1682, C08,C04,C07,C06,C02,C05,,
000902-00-1742, C08,C04,C07,,,,,
000902-00-1769, C08,C04,C07,C01,C03,C05,C02,C06
000902-00-1849, C08,C06,C04,C07,,,,
000902-00-1893, C08,C04,C06,,,,,
000902-00-2253, C08,C04,C07,,,,,
000902-00-2588, C08,C04,C05,C07,,,,
000902-00-2678, C08,C04,C03,C02,C07,C01,C06,
000902-00-2698, C08,C06,C04,C05,C07,,,
000902-00-2845, C08,C04,C07,,,,,
000401-00-0139, C08,C04,C06,,,,,
000401-00-1126, C08,C04,C06,C07,C05,C01,,
001103-00-0338, C08,C06,C04,C03,C01,C02,C05,C07
001103-00-1271, C08,C02,C04,,,,,
001103-00-1592, C08,C04,C06,C05,,,,
000502-00-0402, C08,C04,,,,,,
000502-00-0452, C08,C04,C07,C06,,,,
000502-00-0726, C08,C04,C07,,,,,
000502-00-0798, C08,C04,C07,C05,C01,C03,C06,
000502-00-0922, C08,C06,C04,C07,C05,,,
000502-00-1011, C08,C06,C04,C03,C02,C01,C07,
000502-00-1357, C08,C04,C07,C01,,,,
000502-00-2220, C08,C04,C06,C07,,,,
000802-00-0176, C08,C04,C07,,,,,
000802-00-0236, C08,C04,C05,C06,,,,
000802-00-0724, C08,C04,C07,,,,,
000802-00-0888, C08,C04,C07,C06,,,,
000802-00-0934, C08,C04,C07,C05,C06,C01,C02,C03
000802-00-1223, C08,C04,C07,C01,C02,C03,C05,C06
000802-00-1254, C08,C04,C07,,,,,
000802-00-1320, C08,C04,C07,,,,,
000802-00-1338, C08,C04,C07,,,,,
000802-00-1382, C08,C04,C03,C07,C05,,,
000802-00-1507, C08,C04,C07,,,,,
000802-00-1622, C08,C04,,,,,,
000802-00-1739, C08,C04,C07,,,,,
000802-00-1777, C08,C04,C07,,,,,
000802-00-1851, C08,C05,C04,,,,,
000802-00-2038, C08,C06,C04,C07,C02,C03,,
000802-00-0027, C08,C04,C03,,,,,
001102-00-0208, C08,C04,,,,,,
001102-00-0248, C08,C04,C07,C06,C05,C03,C02,
001102-00-0271, C08,C04,,,,,,
001102-00-0361, C08,C04,C07,C05,C03,,,
001102-00-0448, C08,C06,C04,C07,,,,
001102-00-0637, C08,C04,C07,,,,,
001102-00-0944, C08,C04,C07,C05,C03,,,
001102-00-1023, C08,C05,C06,C04,C07,,,
001102-00-1157, C08,C05,C04,C06,,,,
001102-00-1216, C08,C04,C03,C02,C06,C05,C01,
001102-00-1388, C08,C04,C05,C06,C07,C02,C01,C03
001102-00-1629, C08,C06,C04,C05,C02,C03,C07,
001102-00-1666, C08,C06,C04,C05,C02,C03,C07,
001102-00-1979, C08,C02,C05,C04,C07,C03,C01,C06
001102-00-2260, C08,C04,C06,,,,,
001102-00-2582, C08,C04,C02,,,,,
001102-00-0010, C08,C04,C05,WI01,,,,
000102-00-1613, C08,C06,C04,C07,,,,
000102-00-1916, C08,C04,C07,,,,,
000901-00-0012, C08,C04,C05,,,,,
000901-00-0081, C08,C04,C05,C02,C01,C07,,
000901-00-0161, C08,C04,C07,C02,C03,C06,C05,
000901-00-0291, C08,C05,C06,C04,C07,,,
000901-00-0392, C08,C04,C07,,,,,
000901-00-0462, C08,C05,C04,C01,C06,,,
000901-00-0547, C08,C02,C04,C05,C07,C03,,
000901-00-0886, C08,C05,C04,C07,,,,
000901-00-0895, C08,C04,C07,C05,C06,,,
000901-00-0911, C08,C04,C07,C06,C05,C03,C01,C02
000901-00-1243, C08,C04,C07,,,,,
000901-00-1258, C08,C04,C07,C05,,,,
000901-00-1274, C08,C04,C07,,,,,
000901-00-0841, C08,C04,C05,C07,,,,
000901-00-0967, C08,C04,C05,C07,,,,
000901-00-1193, C08,C05,C04,C03,C07,C01,C06,C02
000901-00-1204, C08,C04,C02,C07,C03,,,
000901-00-1546, C08,C04,C07,,,,,
000602-00-0417, C08,C05,C04,C03,C01,C07,C02,C06
000602-00-0487, C08,C04,C07,C03,,,,
000602-00-1190, C08,C04,C07,,,,,
000602-00-1470, C08,C05,C06,C04,C03,C07,C02,C01
000602-00-1671, C08,C05,C04,,,,,
000701-00-0069, C08,C04,C07,C05,,,,
000701-00-0407, C08,C04,C05,,,,,
000701-00-0432, C08,C04,C05,C03,,,,
000701-00-0442, C08,C04,C07,C06,C05,C01,,
000701-00-0468, C08,C06,C04,C03,C02,,,
000701-00-0729, C08,C04,C07,,,,,
000701-00-0816, C08,C05,C06,C04,C07,,,
000701-00-1111, C08,C04,C07,,,,,
000701-00-1280, C08,C05,C04,C07,C06,C03,C02,
000701-00-1344, C08,C04,C07,,,,,
000701-00-1620, C08,C05,C04,,,,,
000701-00-1815, C08,C05,C06,C02,C04,C07,,
000701-00-1877, C08,C05,C04,C07,C06,C03,C02,
000701-00-1986, C08,C04,C06,C02,,,,
000801-00-0084, C08,C04,C02,C07,C03,C05,C06,C01
000801-00-0143, C08,C04,C07,C02,,,,
000801-00-0260, C08,C04,C06,C05,C02,C01,,
000801-00-0390, C08,C04,C07,,,,,
000801-00-0427, C08,C04,,,,,,
000801-00-0534, C08,C05,C04,C06,C07,,,
000801-00-0657, C08,C04,C07,,,,,
000801-00-0717, C08,C06,C04,C02,C03,,,
000801-00-0729, C08,C04,C07,C05,C06,,,
000801-00-0928, C08,C04,,,,,,
000801-00-1113, C08,C05,C04,C02,C07,,,
000801-00-1185, C08,C04,,,,,,
000801-00-1315, C08,C04,C07,,,,,
001003-00-0278, C08,C04,C06,C03,,,,
001003-00-0460, C08,C04,C06,C07,,,,
001003-00-0689, C08,C04,C02,C05,,,,
001003-00-1116, C08,C04,C06,,,,,
001101-00-0656, C08,C04,C01,C06,C05,,,
000301-00-0113, C08,C02,C04,,,,,
000301-00-0183, C08,C04,C02,C03,C07,,,
000301-00-1706, C08,C02,C06,C04,C05,C07,C03,C01
000202-00-0130, C08,C02,C04,C05,C01,C03,C07,C06
000202-00-0235, C08,C04,C02,C03,C07,C01,C05,C06
000903-00-0049, C08,C06,C04,,,,,
000903-00-0172, C08,C06,C04,,,,,
000903-00-0564, C08,C04,C07,C06,C02,C01,C03,C05
000903-00-1262, C08,C04,C05,C01,C06,C02,C07,
000903-00-1302, C08,C04,C07,C06,C05,C01,,
000903-00-1582, C08,C04,C07,,,,,
000903-00-1634, C08,C02,C04,C03,C01,C05,,
000903-00-1827, C08,C04,C07,,,,,
000903-00-1846, C08,C04,C05,C07,C06,,,
000903-00-2690, C08,C02,C05,C04,C06,,,
000903-00-2741, C08,C04,C07,C05,,,,
000903-00-2787, C08,C06,C04,C05,,,,
000903-00-0018, C08,C02,C04,C03,C06,C05,C07,WI01
000203-00-0062, C08,C04,C07,,,,,
000203-00-0165, C08,C04,C05,C06,C07,C02,C03,C01
000203-00-0438, C08,C04,C03,C01,C02,C07,C06,C05
000403-00-0498, C08,C04,C07,,,,,
000403-00-0677, C08,C04,,,,,,
000302-00-0801, C08,C04,,,,,,
000302-00-0868, C08,C06,C04,C05,,,,
000302-00-1133, C08,C04,,,,,,
000402-00-0111, C08,C04,C02,,,,,
000402-00-0217, C08,C04,C07,,,,,
000402-00-0304, C08,C04,C06,C01,C05,C02,,
000402-00-0363, C08,C06,C04,,,,,
000402-00-0438, C08,C04,C07,,,,,
000402-00-0654, C08,C04,C07,C02,,,,
000402-00-0745, C08,C05,C04,,,,,
000402-00-0806, C08,C04,C07,C06,C05,,,
000402-00-0836, C08,C04,C07,C02,C03,C01,C06,C05
000402-00-1266, C08,C04,C02,,,,,
000402-00-1583, C08,C04,,,,,,
000402-00-1903, C08,C05,C04,C02,C03,,,
000402-00-2065, C08,C04,C07,,,,,
000402-00-2074, C08,C04,C05,,,,,
000601-00-0161, C08,C06,C05,C04,,,,
000601-00-0348, C08,C04,C07,,,,,
000601-00-0395, C08,C05,C04,C06,,,,
000601-00-0994, C08,C06,C05,C04,,,,
000601-00-1838, C08,C02,C04,C07,,,,
000601-00-2049, C08,C04,C07,,,,,
000601-00-2152, C08,C04,C06,C05,C01,,,
000601-00-2202, C08,C05,C06,C04,C02,,,
000601-00-2231, C08,C05,C02,C04,C06,,,
000501-00-0046, C08,C05,C06,C04,C03,C02,C01,C07
000501-00-0100, C08,C04,C05,,,,,
000501-00-0439, C08,C04,C03,,,,,
000501-00-0518, C08,C02,C04,,,,,
000501-00-0596, C08,C04,C02,C03,C07,,,
000501-00-0671, C08,C04,,,,,,
000501-00-1092, C08,C04,,,,,,
000501-00-1265, C08,C04,C06,C05,C01,C02,,
000501-00-1681, C08,C05,C04,C06,C07,C01,C02,C03
000501-00-2021, C08,C04,C05,C07,C02,C01,,
001001-00-0514, C08,C04,C07,,,,,
001001-00-0684, C08,C04,,,,,,
001001-00-0873, C08,C04,C05,C02,C06,C07,,
001001-00-1220, C08,C04,C07,C05,C02,,,
001001-00-1757, C08,C04,C07,,,,,
001001-00-1880, C08,C04,C07,C02,C03,C05,C06,
001001-00-2319, C08,C04,C05,C07,C06,,,
001001-00-2333, C08,C04,C05,C07,C06,,,
001001-00-2448, C08,C04,C07,,,,,
001001-00-2609, C08,C04,C07,,,,,
001001-00-2630, C08,C06,C04,,,,,
001001-00-2739, C08,C04,C07,C06,C05,C01,C03,C02
000303-00-0231, C08,C02,C04,C06,,,,
000303-00-0282, C08,C05,C04,C03,C07,C02,C01,C06
000303-00-0457, C08,C04,,,,,,
000303-00-0537, C08,C04,C07,,,,,
000303-00-0895, C08,C02,C04,C05,C01,C03,C06,
000303-00-1225, C08,C06,C04,C03,C02,C07,C01,
000303-00-1254, C08,C04,,,,,,
000201-00-0002, C08,C04,C03,,,,,
000201-00-0127, C08,C04,C05,C06,C07,,,
000201-00-0695, C08,C04,C07,,,,,
000201-00-1080, C08,C06,C04,,,,,
000201-00-1536, C08,C04,,,,,,
000503-00-0080, C08,C04,,,,,,
000503-00-0244, C08,C04,C07,,,,,
000503-00-0276, C08,C04,C07,,,,,
000503-00-0472, C08,C05,C04,,,,,
000503-00-0636, C08,C06,C05,C04,,,,
000503-00-0651, C08,C04,C05,C02,C07,C01,,
000503-00-0691, C08,C04,C06,C05,,,,
000503-00-1116, C08,C05,C04,C01,,,,
000503-00-1174, C08,C04,C07,C05,C03,C01,C02,C06
000503-00-1428, C08,C04,C05,C07,C06,,,
000503-00-1904, C08,C02,C04,C07,C03,C06,C01,C05
000503-00-1946, C08,C04,C03,C07,,,,
000503-00-2094, C08,C04,C05,,,,,
000503-00-2218, C08,C04,,,,,,
000503-00-2455, C08,C04,C07,C06,C05,,,
000503-00-2512, C08,C04,C02,C01,C07,C03,,
001002-00-0042, C08,C06,C04,C07,,,,
001002-00-0078, C08,C05,C04,C07,,,,
001002-00-0366, C08,C06,C04,C07,C05,,,
001002-00-0487, C08,C04,C07,,,,,
001002-00-0499, C08,C04,,,,,,
001002-00-0542, C08,C04,C03,C02,,,,
001002-00-0602, C08,C04,C07,,,,,
001002-00-0835, C08,C06,C04,C02,C03,,,
001002-00-0843, C08,C04,C07,,,,,
001002-00-1183, C08,C05,C04,,,,,
001002-00-1584, C08,C06,C04,C07,C03,C05,C02,C01
001002-00-1752, C08,C04,C07,,,,,
001002-00-2122, C08,C04,C07,,,,,
001002-00-2332, C08,C04,C07,C05,,,,
001002-00-2535, C08,C02,C04,C03,,,,
001002-00-2665, C08,C05,C02,C04,C06,C07,C03,C01
000603-00-0259, C08,C05,C06,C04,C02,C03,C01,
000603-00-0682, C08,C04,C07,,,,,
000603-00-0775, C08,C04,C07,,,,,
000603-00-0906, C08,C04,C02,C03,C07,C05,C06,C01
000603-00-1658, C08,C04,C07,,,,,
000101-00-0701, C08,C04,C07,C02,C03,C05,C06,C01
000702-00-0062, C08,C04,C07,,,,,
000702-00-0271, C08,C02,C04,C05,C07,,,
000702-00-0544, C08,C06,C04,C07,C05,,,
000902-00-0061, C08,C04,C07,C05,C01,,,
000902-00-0380, C08,C05,C04,C03,C07,C06,C01,C02
000902-00-0465, C08,C05,C04,C07,,,,
000902-00-0519, C08,C04,C07,,,,,
000902-00-0594, C08,C04,C02,C01,C05,C03,,
000902-00-1658, C08,C04,C07,C05,C06,,,
000902-00-1760, C08,C04,C07,,,,,
000902-00-1953, C08,C04,C05,C03,C06,C02,C07,C01
000902-00-2087, C08,C06,C05,C04,,,,
000902-00-2235, C08,C06,C04,,,,,
000902-00-2325, C08,C02,C06,C04,C07,C03,C05,C01
000902-00-2433, C08,C04,C07,C05,,,,
000902-00-2508, C08,C06,C04,,,,,
000902-00-2544, C08,C04,,,,,,
000902-00-2603, C08,C04,C05,C01,C02,C03,,
000902-00-2652, C08,C05,C06,C04,C02,,,
000902-00-2669, C08,C06,C05,C04,C03,C07,,
000902-00-2807, C08,C04,C07,,,,,
000401-00-0030, C08,C04,C06,C07,,,,
000401-00-0246, C08,C04,C06,,,,,
000401-00-0915, C08,C04,,,,,,
000401-00-1080, C08,C04,C05,C01,,,,
000401-00-1536, C08,C04,C03,C02,C06,,,
000401-00-1804, C08,C04,C06,,,,,
000401-00-2006, C08,C04,C06,,,,,
001103-00-0274, C08,C04,C05,C07,,,,
001103-00-0633, C08,C04,C07,,,,,
001103-00-0817, C08,C04,C03,C02,C07,C05,C06,
001103-00-0895, C08,C06,C04,C07,C05,,,
001103-00-1232, C08,C04,C07,C05,C06,,,
001103-00-1314, C08,C05,C04,C07,,,,
001103-00-1406, C08,C04,C07,,,,,
001103-00-1488, C08,C04,C06,C05,C03,C02,C07,C01
001103-00-1583, C08,C02,C04,C06,C01,C05,C03,
001103-00-1729, C08,C04,C03,C02,C06,C01,C07,
000502-00-0024, C08,C04,C07,C06,C05,,,
000502-00-0338, C08,C06,C04,C07,C05,,,
000502-00-0439, C08,C04,C07,,,,,
000502-00-0808, C08,C04,C06,C02,C05,C01,C07,
000502-00-1174, C08,C02,C04,C07,C06,,,
000502-00-1236, C08,C04,C07,C05,C06,C01,C02,C03
000502-00-1793, C08,C04,C03,C06,,,,
000502-00-1998, C08,C04,C05,C06,C07,C01,C03,C02
000502-00-2266, C08,C04,C07,C02,,,,
000802-00-0048, C08,C04,C07,,,,,
000802-00-0068, C08,C05,C04,C03,C02,C07,C06,C01
000802-00-0083, C08,C04,C07,C06,,,,
000802-00-0394, C08,C04,C07,C03,C06,C02,C05,C01
000802-00-0479, C08,C04,,,,,,
000802-00-0640, C08,C04,C07,,,,,
000802-00-0749, C08,C04,C07,C06,C01,C05,C03,C02
000802-00-0854, C08,C04,,,,,,
000802-00-0939, C08,C04,C07,,,,,
000603-00-0003, C05,,,,,,,
000603-00-0071, C05,C02,C03,,,,,
000603-00-0087, C05,,,,,,,
000603-00-0093, C05,C04,C07,C06,C01,,,
000603-00-0111, C05,C06,C03,,,,,
000603-00-0177, C05,,,,,,,
000603-00-0188, C05,C08,C02,C03,C04,C01,C07,C06
000603-00-0191, C05,C06,C08,,,,,
000603-00-0207, C05,C06,C07,C02,C03,C08,C04,
000603-00-0220, C05,C04,C08,,,,,
000603-00-0225, C05,C04,C07,C06,C01,,,
000603-00-0229, C05,C01,C06,,,,,
000603-00-0236, C05,C01,C06,,,,,
000603-00-0249, C05,C08,C07,C01,C03,C02,C04,C06
000603-00-0256, C05,C04,C08,,,,,
000603-00-0279, C05,C07,C06,C04,C08,,,
000603-00-0320, C05,C08,,,,,,
000603-00-0340, C05,C06,,,,,,
000603-00-0363, C05,C06,C01,C02,C03,C04,,
000603-00-0367, C05,C08,C04,C07,,,,
000603-00-0377, C05,C08,C04,C06,,,,
000603-00-0407, C05,C01,C04,C06,C08,C02,C03,
000603-00-0460, C05,C06,C04,C07,C08,,,
000603-00-0464, C05,C06,C04,C07,C08,,,
000603-00-0470, C05,C06,C01,,,,,
000603-00-0475, C05,C07,C04,C01,C06,,,
000603-00-0512, C05,C06,C07,C04,C08,C02,C03,
000603-00-0558, C05,C06,C07,C08,,,,
000603-00-0587, C05,C06,C08,C07,,,,
000603-00-0590, C05,C07,C06,,,,,
000603-00-0600, C05,C06,C08,C04,,,,
000603-00-0608, C05,C08,C06,C07,C04,,,
000603-00-0611, C05,C06,,,,,,
000603-00-0690, C05,C08,C04,C07,,,,
000603-00-0711, C05,,,,,,,
000603-00-0746, C05,C08,C07,C04,,,,
000603-00-0759, C05,C06,C08,,,,,
000603-00-0761, C05,,,,,,,
000603-00-0836, C05,C08,,,,,,
000603-00-0856, C05,,,,,,,
000603-00-0885, C05,C06,C07,C08,,,,
000603-00-0893, C05,C07,C06,,,,,
000603-00-0899, C05,C07,C04,,,,,
000603-00-0912, C05,C01,C06,,,,,
000603-00-0929, C05,,,,,,,
000603-00-0976, C05,,,,,,,
000603-00-0978, C05,C03,C08,C04,C01,,,
000603-00-1002, C05,C01,,,,,,
000603-00-1007, C05,C06,C07,,,,,
000603-00-1022, C05,,,,,,,
000603-00-1038, C05,C06,C01,,,,,
000603-00-1085, C05,C06,C07,,,,,
000603-00-1086, C05,C06,C08,C04,,,,
000603-00-1101, C05,C06,C04,C07,,,,
000603-00-1124, C05,C07,C08,,,,,
000603-00-1141, C05,C02,C06,C01,,,,
000603-00-1155, C05,C07,C08,C04,C06,,,
000603-00-1169, C05,C06,C08,C03,,,,
000603-00-1220, C05,C06,C01,,,,,
000603-00-1229, C05,C06,C01,C08,C03,C07,C02,C04
000603-00-1238, C05,C04,C06,C07,C01,C02,C03,C08
000603-00-1278, C05,C06,C07,,,,,
000603-00-1283, C05,C07,C04,,,,,
000603-00-1295, C05,C06,,,,,,
000603-00-1331, C05,C01,C08,C06,,,,
000603-00-1333, C05,C08,C01,C03,C04,,,
000603-00-1338, C05,C06,,,,,,
000603-00-1357, C05,C06,C07,C08,C04,C03,C02,
000603-00-1360, C05,C06,C04,C07,C01,C02,C03,
000603-00-1363, C05,C08,,,,,,
000603-00-1413, C05,C06,C04,C07,C01,C08,,
000603-00-1460, C05,C06,C01,,,,,
000603-00-1483, C05,C03,C04,C06,C07,C08,C01,C02
000603-00-1525, C05,C06,C08,,,,,
000603-00-1537, C05,C07,C06,C04,C02,C03,C08,C01
000603-00-1570, C05,C08,C01,C06,C07,C04,,
000603-00-1575, C05,C06,C01,C07,C04,C08,,
000603-00-1584, C05,C06,C04,C01,,,,
000603-00-1620, C05,C06,C01,,,,,
000603-00-1662, C05,C07,C06,,,,,
000603-00-1669, C05,,,,,,,
000603-00-1690, C05,C08,,,,,,
000603-00-1696, C05,,,,,,,
000603-00-1703, C05,C03,C06,C01,,,,
000603-00-1726, C05,C06,C02,C08,,,,
000603-00-1734, C05,,,,,,,
000603-00-1747, C05,C06,C04,C07,,,,
000603-00-1782, C05,C07,C08,C04,C03,C02,,
000603-00-1831, C05,C07,C06,,,,,
000603-00-1883, C05,C07,C08,,,,,
000603-00-1920, C05,C08,,,,,,
000603-00-1923, C05,C08,C01,,,,,
000603-00-1936, C05,C08,C07,C06,C03,,,
000603-00-1977, C05,C08,C06,C01,,,,
000603-00-2031, C05,C06,C08,C03,C04,C07,,
000603-00-2102, C05,C08,,,,,,
000603-00-2156, C04=C06,C07=C08,C05,C01,C02,C03,,
000603-00-2210, C05,C07,C08,C04,,,,
000603-00-2214, C05,C06,C01,C02,C03,C08,C07,C04
000603-00-2248, C05,C06,C01,C03,C02,C08,C07,C04
000603-00-2287, C05,C06,C07,,,,,
000603-00-2299, C05,C07,C06,,,,,
000603-00-2325, C05,C03,C08,C02,C01,C06,,
000603-00-2329, C05,C01,C08,C02,C03,C04,C06,
000101-00-0129, C05,C04,C07,C01,C02,,,
000101-00-0137, C05,C03,C06,,,,,
000101-00-0140, C05,C03,,,,,,
