ID,1st choice,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,8th choice,9th choice
000302-00-0032, C07,C09,C08,C01,C02,C03,C05,,
001101-00-0013, C07,,,,,,,,
001101-00-0035, C07,C06,C05,C04,C03,,,,
001101-00-0037, C07,,,,,,,,
001101-00-0045, C07,C08,C04,,,,,,
001101-00-0047, C07,C08,C02,C04,C03,C09,,,
001101-00-0050, C07,C08,,,,,,,
001101-00-0052, C07,C08,,,,,,,
001101-00-0064, C07,C08,C04,,,,,,
001101-00-0113, C07,,,,,,,,
001101-00-0118, C07,,,,,,,,
001101-00-0142, C07,,,,,,,,
001101-00-0146, C07,C08,C04,,,,,,
001101-00-0149, C07,,,,,,,,
001101-00-0150, C07,C09,C05,,,,,,
001101-00-0159, C07,,,,,,,,
001101-00-0162, C07,C06,C05,,,,,,
001101-00-0174, C07,,,,,,,,
001101-00-0215, C07,C08,C09,C01,C02,C03,C04,,
001101-00-0242, C07,C01,C04,C09,,,,,
001101-00-0245, C07,C06,C05,C04,C08,C09,C01,C02,C03
001101-00-0262, C07,C09,C01,,,,,,
001101-00-0288, C07,,,,,,,,
001101-00-0291, C07,,,,,,,,
001101-00-0293, C07,,,,,,,,
001101-00-0298, C07,,,,,,,,
001101-00-0330, C07,,,,,,,,
001101-00-0332, C07,,,,,,,,
001101-00-0335, C07,,,,,,,,
001101-00-0345, C07,C06,C08,C05,C04,C03,C02,C01,
001101-00-0374, C07,,,,,,,,
001101-00-0393, C07,C01,,,,,,,
001101-00-0397, C07,,,,,,,,
001101-00-0407, C07,,,,,,,,
001101-00-0410, C07,,,,,,,,
001101-00-0417, C07,,,,,,,,
001101-00-0420, C07,,,,,,,,
001101-00-0427, C07,,,,,,,,
001101-00-0431, C07,C04,C08,C05,C03,C01,C09,C06,C02
001101-00-0446, C07,,,,,,,,
001101-00-0449, C07,,,,,,,,
001101-00-0477, C07,,,,,,,,
001101-00-0480, C07,,,,,,,,
001101-00-0495, C07,C08,C09,C04,C03,C02,,,
001101-00-0523, C07,,,,,,,,
001101-00-0540, C07,,,,,,,,
001101-00-0563, C07,C01,C03,C04,,,,,
001101-00-0570, C07,,,,,,,,
001101-00-0571, C07,,,,,,,,
001101-00-0574, C07,,,,,,,,
001101-00-0599, C07,,,,,,,,
001101-00-0624, C07,C08,C04,C05,C06,C02,C09,C03,C01
001101-00-0638, C07,,,,,,,,
001101-00-0640, C07,,,,,,,,
001101-00-0644, C07,,,,,,,,
001101-00-0663, C07,C04,,,,,,,
001101-00-0665, C07,,,,,,,,
001101-00-0667, C07,,,,,,,,
001101-00-0674, C07,C05,C08,C04,C03,C02,C09,C01,C06
001101-00-0685, C07,C09,C03,C05,,,,,
001101-00-0687, C07,C01,C05,C03,C06,C04,C02,C08,C09
001101-00-0702, C07,C08,C01,,,,,,
001101-00-0716, C07,C04,C02,,,,,,
001101-00-0720, C07,,,,,,,,
001101-00-0734, C07,C08,C06,,,,,,
001101-00-0801, C07,C08,,,,,,,
001101-00-0813, C07,,,,,,,,
001101-00-0815, C07,,,,,,,,
001101-00-0847, C07,,,,,,,,
001101-00-0849, C07,C03,C01,,,,,,
001101-00-0057, C07,C04,C06,,,,,,
001101-00-0063, C07,C04,C01,C09,C08,C02,C03,C05,
001101-00-0064, C07,C04,WI01,C06,,,,,
001101-00-0073, C07,C08,C09,C01,C02,C03,C04,C05,
000301-00-0038, C07,C09,C06,C08,C03,C04,,,
000301-00-0054, C07,,,,,,,,
000301-00-0075, C07,C09,,,,,,,
000301-00-0080, C07,C09,C06,,,,,,
000301-00-0081, C07,C06,,,,,,,
000301-00-0083, C07,C06,,,,,,,
000301-00-0106, C07,,,,,,,,
000301-00-0110, C07,C08,C02,,,,,,
000301-00-0126, C07,C09,,,,,,,
000301-00-0135, C07,C06,C08,,,,,,
000301-00-0223, C07,C08,C04,C01,C03,C06,C02,C05,C09
000301-00-0247, C07,,,,,,,,
000301-00-0283, C07,C01,C08,C04,C02,C09,C06,C03,C05
000301-00-0308, C07,C06,C05,C03,C01,C02,C04,C08,C09
000301-00-0314, C07,C02,C04,,,,,,
000301-00-0342, C07,C06,C03,C05,,,,,
000301-00-0375, C07,,,,,,,,
000301-00-0454, C07,,,,,,,,
000301-00-0495, C07,C02,,,,,,,
000301-00-0608, C07,C02,C04,C03,C05,C09,C06,C08,C01
000301-00-0683, C07,C06,C05,C01,,,,,
000301-00-0701, C07,,,,,,,,
000301-00-0813, C07,C05,,,,,,,
000301-00-0822, C07,,,,,,,,
000301-00-0836, C07,C06,C02,,,,,,
000301-00-0849, C07,C01,C06,,,,,,
000301-00-0930, C07,C02,,,,,,,
000301-00-0960, C07,C01,C03,C05,C06,C04,C02,C09,C08
000301-00-0985, C07,,,,,,,,
000301-00-0992, C07,,,,,,,,
000301-00-0996, C07,C08,C09,C01,C04,,,,
000603-00-0021, C07,C08,C09,C02,,,,,
000603-00-0030, C07,C03,C04,,,,,,
000603-00-0035, C07,C08,C01,C03,C04,C02,,,
000603-00-0039, C07,C01,C04,C02,,,,,
000603-00-0043, C07,C08,C04,,,,,,
000603-00-0047, C07,C08,C04,C02,C09,C03,,,
000603-00-0049, C07,,,,,,,,
000603-00-0057, C07,C01,,,,,,,
000603-00-0074, C07,C09,C08,C03,C06,,,,
000603-00-0099, C07,C08,C03,C09,C01,C04,C06,C02,C05
000603-00-0106, C07,,,,,,,,
000603-00-0119, C07,C08,,,,,,,
000603-00-0124, C07,,,,,,,,
000603-00-0137, C07,C08,C04,C09,C01,C02,C03,C06,C05
000603-00-0148, C07,C09,,,,,,,
000603-00-0157, C07,C08,C03,,,,,,
000603-00-0172, C07,C08,C03,,,,,,
000603-00-0187, C07,C01,C08,C06,C05,,,,
000603-00-0201, C07,C08,C03,C09,C02,C04,C01,,
000603-00-0205, C07,C01,C04,,,,,,
000603-00-0208, C07,C01,C08,C02,,,,,
000603-00-0209, C07,C04,C02,C08,C03,C09,C01,,
000603-00-0222, C07,C01,C03,C05,C06,,,,
000603-00-0230, C07,C02,C08,C09,C01,C03,C04,C05,C06
000603-00-0277, C07,C08,C04,C02,,,,,
000603-00-0280, C07,C09,C01,C03,C06,C08,,,
000603-00-0281, C07,C09,C01,C03,C06,C08,C02,C04,C05
000603-00-0283, C07,C01,,,,,,,
000603-00-0319, C07,,,,,,,,
000603-00-0333, C07,,,,,,,,
000603-00-0339, C07,C02,C05,,,,,,
000603-00-0356, C07,,,,,,,,
000603-00-0358, C07,,,,,,,,
000603-00-0360, C07,,,,,,,,
000603-00-0380, C07,,,,,,,,
000603-00-0386, C07,,,,,,,,
000603-00-0396, C07,C01,C03,C08,,,,,
000603-00-0397, C07,C08,C01,C03,,,,,
000603-00-0407, C07,C04,C02,C09,C08,C01,C03,C05,C06
000603-00-0409, C07,C04,C06,C08,,,,,
000603-00-0430, C07,C08,C02,,,,,,
000603-00-0432, C07,C04,C02,C08,C01,C09,,,
000603-00-0437, C07,C02,C04,C08,C09,C01,,,
000603-00-0450, C07,C01,,,,,,,
000603-00-0458, C07,C08,C01,C03,C04,C02,,,
000603-00-0461, C07,C03,C09,C08,C04,C02,,,
000603-00-0478, C07,C03,C06,C05,C01,,,,
000603-00-0490, C07,C06,,,,,,,
000603-00-0513, C07,C08,C09,C02,C04,,,,
000603-00-0516, C07,C03,C08,,,,,,
000603-00-0554, C07,,,,,,,,
000603-00-0558, C07,C05,C01,C08,C02,C03,,,
000603-00-0559, C07,C01,C02,C09,,,,,
000603-00-0562, C07,,,,,,,,
000603-00-0564, C07,C04,C01,C03,C08,C09,,,
000603-00-0576, C07,C01,C03,C08,C09,,,,
000603-00-0590, C07,C08,C09,C02,C04,C05,C03,,
000603-00-0595, C07,C08,C01,C02,,,,,
000603-00-0596, C07,C04,C02,C08,C06,,,,
000603-00-0601, C07,C01,C09,C08,C04,C03,,,
000603-00-0603, C07,,,,,,,,
000603-00-0656, C07,,,,,,,,
000603-00-0668, C07,C02,C09,C06,,,,,
000603-00-0685, C07,C01,,,,,,,
000603-00-0716, C07,C01,C08,C09,C04,C03,,,
000603-00-0729, C07,C08,C03,,,,,,
000603-00-0758, C07,C03,C05,C06,C08,C09,C01,C04,C02
000603-00-0761, C07,C08,C01,C03,,,,,
000603-00-0782, C07,C09,,,,,,,
000603-00-0800, C07,,,,,,,,
000603-00-0803, C07,,,,,,,,
000603-00-0804, C07,C09,C01,,,,,,
000603-00-0808, C07,C06,C05,C03,C01,,,,
000603-00-0831, C07,C09,C02,C04,,,,,
000603-00-0855, C07,C01,C05,C06,C08,C09,C02,C04,C03
000603-00-0856, C07,C08,C09,C03,C06,C04,,,
000603-00-0868, C07,C08,C04,C05,C01,C09,C06,C02,C03
000603-00-0893, C07,,,,,,,,
000603-00-0896, C07,C01,,,,,,,
000603-00-0914, C07,,,,,,,,
000603-00-0916, C07,C08,C09,,,,,,
000603-00-0919, C07,C06,,,,,,,
000603-00-0921, C07,,,,,,,,
000603-00-0947, C07,C08,C09,C03,C05,C01,C02,C06,C04
000603-00-0952, C07,C08,,,,,,,
000603-00-0955, C07,,,,,,,,
000603-00-0957, C07,,,,,,,,
000603-00-0960, C07,C08,C04,,,,,,
000603-00-0968, C07,C01,,,,,,,
000603-00-0973, C07,C01,C08,,,,,,
000603-00-0985, C07,C09,C01,C03,C05,C06,C08,C02,
000603-00-0993, C07,C08,C04,C05,,,,,
000603-00-1000, C07,,,,,,,,
000603-00-1011, C07,C05,C02,C04,C03,C06,C08,C09,C01
000603-00-1020, C07,C08,,,,,,,
000603-00-1038, C07,C08,C04,,,,,,
000603-00-1040, C07,C01,C03,C05,C02,C09,,,
000603-00-1042, C07,C01,C09,C08,C04,C02,,,
000603-00-1044, C07,,,,,,,,
000603-00-1046, C07,,,,,,,,
000603-00-1052, C07,C05,,,,,,,
000603-00-1063, C07,C03,C09,C08,C02,C06,,,
000603-00-1069, C07,C08,C01,C03,C09,,,,
000603-00-1090, C07,C09,C01,C02,,,,,
000603-00-1092, C07,C09,,,,,,,
000603-00-1115, C07,,,,,,,,
000603-00-1116, C07,C03,C06,,,,,,
000603-00-1120, C07,C08,,,,,,,
000603-00-1143, C07,C01,C08,,,,,,
000603-00-1149, C07,C09,C06,,,,,,
000603-00-1161, C07,C01,C04,C08,,,,,
000603-00-1190, C07,C09,,,,,,,
000603-00-1203, C07,C04,C08,C09,C01,C02,,,
000603-00-1205, C07,C04,C01,C08,C09,,,,
000603-00-1209, C07,C01,C08,C02,,,,,
000603-00-0068, C07,C06,C03,C01,C09,C02,C04,C05,C08=WI01
000602-00-0028, C07,C06,C02,C08,C09,C05,C01,C03,C04
000602-00-0034, C07,C08,C02,C03,C04,C01,C09,C05,C06
000602-00-0041, C07,C01,C03,C09,C08,C02,,,
000602-00-0045, C07,C08,C04,C03,C09,C02,C05,C06,C01
000602-00-0052, C07,C08,,,,,,,
000602-00-0062, C07,,,,,,,,
000602-00-0064, C07,C02,C08,C06,C04,,,,
000602-00-0075, C07,C01,C06,C04,C09,C08,C03,,
000602-00-0079, C07,C08,C02,C04,C09,,,,
000602-00-0094, C07,,,,,,,,
000602-00-0103, C07,,,,,,,,
000602-00-0109, C07,C05,C08,C09,C02,C04,C03,C01,C06
000602-00-0111, C07,C08,C09,C03,C04,C06,C01,,
000602-00-0122, C07,,,,,,,,
000602-00-0136, C07,C03,C04,C08,C02,,,,
000602-00-0162, C07,,,,,,,,
000602-00-0167, C07,C09,,,,,,,
000602-00-0178, C07,C01,C03,C08,C04,C09,,,
000602-00-0197, C07,C08,,,,,,,
000602-00-0199, C07,C04,C08,,,,,,
000602-00-0208, C07,C08,C01,C04,,,,,
000602-00-0211, C07,C06,C01,C08,C04,C09,C05,C02,C03
000602-00-0216, C07,,,,,,,,
000602-00-0219, C07,,,,,,,,
000602-00-0235, C07,C08,C09,C03,C06,C01,C02,C05,C04
000602-00-0238, C07,C04,C08,,,,,,
000602-00-0258, C07,C06,C08,,,,,,
000602-00-0262, C07,C08,C09,C04,,,,,
000602-00-0267, C07,C09,C06,,,,,,
000602-00-0280, C07,C08,C01,,,,,,
000602-00-0281, C07,C08,,,,,,,
000602-00-0283, C07,C08,,,,,,,
000602-00-0294, C07,C01,C06,C03,,,,,
000602-00-0304, C07,C08,C06,C03,,,,,
000602-00-0314, C07,C03,C08,C04,C09,C02,,,
000602-00-0349, C07,,,,,,,,
000602-00-0372, C07,C08,,,,,,,
000602-00-0380, C07,C08,,,,,,,
000602-00-0393, C07,C01,C06,C08,C03,,,,
000602-00-0396, C07,C09,C01,C06,,,,,
000602-00-0403, C07,C01,C09,C03,C08,C05,C04,C06,
000602-00-0419, C07,C01,C08,C06,,,,,
000602-00-0439, C07,C03,C09,,,,,,
000602-00-0446, C07,,,,,,,,
000602-00-0455, C07,C04,C02,C05,,,,,
000602-00-0463, C07,,,,,,,,
000602-00-0468, C07,C01,C06,,,,,,
000602-00-0474, C07,C08,C09,C02,C04,C06,C01,C05,
000602-00-0475, C07,,,,,,,,
000602-00-0489, C07,C01,C08,,,,,,
000602-00-0494, C07,C08,C09,C04,,,,,
000602-00-0498, C07,C02,C09,C08,C01,,,,
000602-00-0510, C07,C09,,,,,,,
000602-00-0525, C07,C01,C03,C09,,,,,
000602-00-0541, C07,C05,C01,,,,,,
000602-00-0551, C07,C01,C02,C08,C06,C05,C04,C09,
000602-00-0557, C07,C06,C05,C03,C01,,,,
000602-00-0563, C07,C06,,,,,,,
000602-00-0569, C07,C08,C01,C02,,,,,
000602-00-0571, C07,C02,C08,C09,C06,C04,,,
000602-00-0612, C07,C02,C03,C01,C09,C04,C05,C06,
000602-00-0626, C07,C08,,,,,,,
000602-00-0642, C07,C04,C08,,,,,,
000602-00-0644, C07,C01,C08,C03,C04,C06,C05,,
000602-00-0654, C07,C02,C09,C08,C04,,,,
000602-00-0662, C07,C08,C06,C09,,,,,
000602-00-0682, C07,C08,C09,C02,C04,C05,C06,C01,C03
000602-00-0688, C07,C03,C01,C08,,,,,
000602-00-0690, C07,,,,,,,,
000602-00-0697, C07,C09,C01,,,,,,
000602-00-0716, C07,C09,C01,C08,C02,C03,,,
000602-00-0718, C07,C04,C09,C08,,,,,
000602-00-0720, C07,,,,,,,,
000602-00-0747, C07,,,,,,,,
000602-00-0756, C07,,,,,,,,
000602-00-0768, C07,,,,,,,,
000602-00-0773, C07,C05,,,,,,,
000602-00-0777, C07,C06,,,,,,,
000602-00-0789, C07,,,,,,,,
000602-00-0803, C07,,,,,,,,
000602-00-0813, C07,C04,C02,C08,C09,C05,C06,C03,C01
000602-00-0828, C07,,,,,,,,
000602-00-0856, C07,C08,C09,C02,C04,C03,C01,,
000602-00-0884, C07,,,,,,,,
000602-00-0902, C07,,,,,,,,
000602-00-0917, C07,C08,C09,C01,C04,C05,C03,C02,
000702-00-0001, C07,C04,C09,C02,C03,C08,,,
000702-00-0006, C07,C04,C05,C08,,,,,
000702-00-0018, C07,C08,C01,,,,,,
000702-00-0041, C07,C08,C03,C04,C02,C05,C01,,
000702-00-0072, C07,C05,C08,,,,,,
000702-00-0089, C07,C08,C09,,,,,,
000702-00-0119, C07,C03,C01,,,,,,
000702-00-0124, C07,C06,C03,,,,,,
000702-00-0151, C07,C09,C04,C02,C01,C06,,,
000702-00-0159, C07,C05,C08,C03,C04,C09,C02,C06,C01
000702-00-0171, C07,,,,,,,,
000702-00-0177, C07,C06,C05,C03,C01,,,,
000702-00-0195, C07,C09,C01,C03,,,,,
000702-00-0198, C07,C09,C01,C03,,,,,
000702-00-0208, C07,C04,C02,C09,C05,C03,,,
000702-00-0211, C07,C08,C04,C02,C09,,,,
000702-00-0227, C07,C09,C03,C05,,,,,
000702-00-0229, C07,C08,C04,C03,,,,,
000702-00-0247, C07,C08,C06,C09,C04,C02,,,
000702-00-0257, C07,,,,,,,,
000702-00-0260, C07,,,,,,,,
000702-00-0266, C07,C04,C08,,,,,,
000702-00-0288, C07,C08,C01,C03,C04,C06,C09,C02,C05
000702-00-0306, C07,C08,C01,C04,,,,,
000702-00-0312, C07,C01,C04,C03,C09,,,,
000702-00-0313, C07,C08,C01,C06,,,,,
000702-00-0319, C07,C01,C06,C08,,,,,
000702-00-0327, C07,C09,C01,C04,C06,C03,,,
000702-00-0331, C07,,,,,,,,
000702-00-0334, C07,C09,C01,C03,,,,,
000702-00-0335, C07,C08,C01,,,,,,
000702-00-0360, C07,C08,,,,,,,
000702-00-0381, C07,C08,C03,,,,,,
000702-00-0384, C07,C08,C04,C01,C09,,,,
000702-00-0397, C07,C08,C02,C06,,,,,
000702-00-0021, C07,C08,WI01,,,,,,
000802-00-0004, C07,C08,C06,,,,,,
000802-00-0007, C07,C08,C06,,,,,,
000802-00-0015, C07,C08,C09,C01,C02,C03,C04,C05,C06
000802-00-0025, C07,C02,,,,,,,
000802-00-0107, C07,,,,,,,,
000802-00-0116, C07,C08,C01,C09,,,,,
000802-00-0119, C07,C01,,,,,,,
000802-00-0129, C07,C08,C01,C09,C02,C04,,,
000802-00-0176, C07,C08,C04,C09,C02,,,,
000802-00-0216, C07,C08,C09,C04,C02,C06,C01,C03,C05
000802-00-0222, C07,C08,C03,C09,C02,C04,C01,,
000802-00-0270, C07,C01,,,,,,,
000802-00-0276, C07,C03,C08,,,,,,
000802-00-0290, C07,C08,C06,C03,C01,,,,
000802-00-0293, C07,C05,C03,C02,,,,,
000802-00-0296, C07,C08,C09,C02,C04,,,,
000802-00-0299, C07,C08,C09,C02,C03,,,,
000802-00-0308, C07,C09,C01,C03,,,,,
000802-00-0343, C07,C09,C08,,,,,,
000802-00-0357, C07,C09,C08,C02,,,,,
000802-00-0358, C07,C09,C08,,,,,,
000802-00-0379, C07,C08,C09,,,,,,
000802-00-0428, C07,C09,,,,,,,
000802-00-0442, C07,C03,,,,,,,
000802-00-0516, C07,C08,C09,C03,C04,C02,C05,C06,C01
000802-00-0540, C07,C01,C09,C08,C02,C03,C05,,
000802-00-0558, C07,C01,,,,,,,
000802-00-0566, C07,,,,,,,,
000802-00-0601, C07,C04,C01,C08,,,,,
000802-00-0618, C07,C08,C09,,,,,,
000802-00-0644, C07,C08,,,,,,,
000802-00-0673, C07,C04,C01,C08,,,,,
000802-00-0681, C07,C04,C09,C02,,,,,
000802-00-0690, C07,C09,C01,C03,,,,,
000802-00-0702, C07,C08,C01,,,,,,
000802-00-0745, C07,C05,C06,C09,,,,,
000802-00-0752, C07,C02,C04,C09,,,,,
000802-00-0757, C07,,,,,,,,
000802-00-0764, C07,,,,,,,,
000802-00-0767, C07,C08,C06,C03,C01,,,,
000802-00-0786, C07,C01,C02,,,,,,
000802-00-0056, C07,C08,C05,,,,,,
001003-00-0037, C07,C08,,,,,,,
001003-00-0059, C07,C02,C03,C04,C08,,,,
001003-00-0079, C07,,,,,,,,
001003-00-0083, C07,C08,C09,C02,C04,,,,
001003-00-0094, C07,C08,C09,C01,,,,,
001003-00-0100, C07,C08,C04,,,,,,
001003-00-0105, C07,C06,C01,,,,,,
001003-00-0109, C07,,,,,,,,
001003-00-0120, C07,C03,C09,C08,C06,,,,
001003-00-0141, C07,C08,C04,,,,,,
001003-00-0154, C07,C08,C09,C03,C02,C05,C06,,
001003-00-0208, C07,C08,C04,,,,,,
001003-00-0232, C07,C04,C09,C08,C03,C01,,,
001003-00-0270, C07,C01,C08,C04,C03,C02,C09,C06,C05
001003-00-0320, C07,C08,C04,C02,C09,C03,,,
001003-00-0326, C07,C09,C01,,,,,,
001003-00-0341, C07,C09,C01,C03,,,,,
001003-00-0393, C07,C09,C05,C02,,,,,
001003-00-0395, C07,,,,,,,,
001003-00-0414, C07,C03,C06,,,,,,
001003-00-0450, C07,C09,C04,C02,C03,C01,C05,C06,C08
001003-00-0464, C07,,,,,,,,
001003-00-0468, C07,,,,,,,,
001003-00-0524, C07,C01,C03,C04,C08,C09,,,
001003-00-0534, C07,C03,C01,C08,C09,C04,,,
001003-00-0538, C07,C02,C04,C08,,,,,
001003-00-0672, C07,C08,C03,C01,,,,,
001003-00-0699, C07,C05,C02,C04,C06,C03,C01,C08,C09
001003-00-0742, C07,C09,C08,C01,,,,,
001003-00-0756, C07,C08,C09,C02,C01,C03,C04,C06,C05
001003-00-0764, C07,C06,C03,C01,,,,,
001003-00-0773, C07,C08,C01,C05,,,,,
001003-00-0782, C07,C06,C03,,,,,,
001003-00-0880, C07,,,,,,,,
001003-00-0936, C07,,,,,,,,
001003-00-0952, C07,C06,C03,C05,C01,,,,
001003-00-0957, C07,C03,C09,C08,,,,,
001003-00-0989, C07,C06,C05,C01,C08,C03,,,
001003-00-1000, C07,C01,,,,,,,
001003-00-1009, C07,C01,C03,C09,C02,C04,C05,C06,
001003-00-1032, C07,C08,C01,,,,,,
001003-00-1080, C07,C09,C02,C04,C05,,,,
001003-00-1081, C07,,,,,,,,
001003-00-1118, C07,C09,C08,,,,,,
001003-00-1163, C07,C09,C02,C05,,,,,
001003-00-1168, C07,C06,C01,,,,,,
001003-00-0048, C07,C06,C05,C03,C01,WI01,,,
001003-00-0059, C07,C06,C08,C05,C01,C09,C04,C03,
000601-00-0001, C07,,,,,,,,
000601-00-0006, C07,C08,C03,C05,C06,C09,C01,C02,
000601-00-0014, C07,C03,C08,C04,C02,C01,,,
000601-00-0023, C07,C03,C04,C05,C06,C08,C09,C01,C02
000601-00-0028, C07,C01,C08,C02,,,,,
000601-00-0035, C07,C04,C01,,,,,,
000601-00-0041, C07,,,,,,,,
000601-00-0042, C07,C04,C08,,,,,,
000601-00-0045, C07,C06,C04,,,,,,
000601-00-0047, C07,C03,C04,C02,C01,C09,C08,,
000601-00-0056, C07,C08,,,,,,,
000601-00-0061, C07,,,,,,,,
000601-00-0062, C07,C01,C02,C04,,,,,
000601-00-0068, C07,C08,C09,C04,C05,,,,
000601-00-0076, C07,C04,C09,C08,C02,C03,,,
000601-00-0078, C07,C04,C09,C08,C02,C03,,,
000601-00-0082, C07,C02,C08,,,,,,
000601-00-0089, C07,C08,C04,,,,,,
000601-00-0096, C07,C08,C04,,,,,,
000601-00-0114, C07,C09,C06,C01,C04,C02,,,
000601-00-0120, C07,C03,C02,C09,C05,C08,,,
000601-00-0140, C07,C09,,,,,,,
000601-00-0144, C07,C08,C09,C04,,,,,
000601-00-0150, C07,C03,C09,,,,,,
000601-00-0158, C07,C08,C06,C04,C09,C02,,,
000601-00-0161, C07,C08,C06,C02,C01,C03,,,
000601-00-0176, C07,C01,C03,C08,C09,C02,C06,C05,C04
000601-00-0178, C07,C08,C09,C01,C03,,,,
000601-00-0180, C07,C02,,,,,,,
000601-00-0185, C07,,,,,,,,
000601-00-0188, C07,C08,C04,C06,C05,C02,,,
000601-00-0197, C07,,,,,,,,
000601-00-0207, C07,C08,C02,C03,C09,C04,,,
000601-00-0209, C07,C08,C03,C09,C02,C01,,,
000601-00-0217, C07,C09,C08,C04,,,,,
000601-00-0219, C07,C08,C03,C09,,,,,
000601-00-0229, C07,C05,C06,C03,C01,C08,C09,C02,C04
000601-00-0236, C07,C08,C09,C03,C05,C04,C06,C01,C02
000601-00-0246, C07,,,,,,,,
000601-00-0248, C07,C04,C01,,,,,,
000601-00-0256, C07,,,,,,,,
000601-00-0260, C07,C08,C06,C02,C01,C03,,,
000601-00-0262, C07,,,,,,,,
000601-00-0265, C07,,,,,,,,
000601-00-0282, C07,C02,C09,C01,C04,C03,,,
000601-00-0283, C07,C08,C04,C05,C03,C01,,,
000601-00-0287, C07,C01,,,,,,,
000601-00-0291, C07,C08,C02,,,,,,
000601-00-0294, C07,,,,,,,,
000601-00-0302, C07,C01,C02,C03,C04,,,,
000601-00-0312, C07,C08,C09,C01,C04,C03,C06,C05,C02
000601-00-0320, C07,C02,C01,C03,C05,C06,,,
000601-00-0326, C07,C05,C06,C01,C03,C08,C02,C04,C09
000601-00-0340, C07,C03,C01,C06,,,,,
000601-00-0342, C07,C08,C03,C09,C04,,,,
000601-00-0348, C07,C08,C03,C04,C09,C06,C05,C02,C01
000601-00-0356, C07,,,,,,,,
000601-00-0359, C07,C01,C05,C03,,,,,
000601-00-0367, C07,C01,C03,C04,C08,,,,
000601-00-0370, C07,C09,C02,C03,C04,,,,
000601-00-0375, C07,C04,,,,,,,
000601-00-0377, C07,C02,C06,,,,,,
000601-00-0383, C07,C04,,,,,,,
000601-00-0392, C07,C08,,,,,,,
000601-00-0410, C07,,,,,,,,
000601-00-0429, C07,C08,C02,C04,C09,,,,
000601-00-0430, C07,C08,C09,C03,,,,,
000601-00-0433, C07,C09,C04,,,,,,
000601-00-0434, C07,C06,C04,,,,,,
000601-00-0459, C07,C08,C09,C02,C04,C06,C01,C03,C05
000601-00-0470, C07,C06,,,,,,,
000601-00-0502, C07,C06,C09,C01,C02,,,,
000601-00-0526, C07,C08,,,,,,,
000601-00-0527, C07,,,,,,,,
000601-00-0556, C07,C08,C03,C09,,,,,
000601-00-0567, C07,,,,,,,,
000601-00-0570, C07,,,,,,,,
000601-00-0583, C07,C06,C09,C01,C02,,,,
000601-00-0590, C07,C05,C01,C09,,,,,
000601-00-0591, C07,C01,C05,C04,C08,,,,
000601-00-0592, C07,C08,,,,,,,
000601-00-0598, C07,C08,C01,C04,C02,C03,,,
000601-00-0608, C07,C03,C06,C04,,,,,
000601-00-0614, C07,C01,C09,,,,,,
000601-00-0619, C07,,,,,,,,
000601-00-0622, C07,C01,,,,,,,
000601-00-0624, C07,C08,C09,C01,C02,,,,
000601-00-0626, C07,C04,C08,C09,C02,,,,
000601-00-0641, C07,C03,C04,C06,C01,C09,,,
000601-00-0646, C07,C03,C06,C04,C01,C09,,,
000601-00-0647, C07,C04,C08,C02,,,,,
000601-00-0650, C07,C04,C02,C08,,,,,
000601-00-0658, C07,,,,,,,,
000601-00-0672, C07,C08,C06,C04,C09,,,,
000601-00-0673, C07,,,,,,,,
000601-00-0678, C07,C01,C02,C08,,,,,
000601-00-0684, C07,,,,,,,,
000601-00-0686, C07,C09,C08,C01,C02,C03,C04,C05,C06
000601-00-0718, C07,C08,,,,,,,
000601-00-0719, C07,C06,C05,C01,C02,C03,C04,C08,C09
000601-00-0743, C07,,,,,,,,
000601-00-0744, C07,,,,,,,,
000601-00-0751, C07,C02,C08,C01,,,,,
000601-00-0757, C07,,,,,,,,
000601-00-0760, C07,C01,C08,C09,C04,C05,C06,,
000601-00-0764, C07,C03,C02,C08,C09,C04,,,
000601-00-0768, C07,C02,C08,C09,C03,C06,,,
000601-00-0774, C07,C01,C03,C08,C09,C02,C06,C05,C04
000601-00-0776, C07,C08,,,,,,,
000601-00-0782, C07,C04,C08,C09,C06,,,,
000601-00-0798, C07,C09,C04,,,,,,
000601-00-0811, C07,C08,C04,C09,C03,C02,,,
000601-00-0823, C07,C02,C08,C09,C03,,,,
000601-00-0825, C07,C02,C04,C08,C09,C06,C05,C03,C01
000601-00-0827, C07,C08,C09,C04,,,,,
000601-00-0829, C07,C08,C01,,,,,,
000601-00-0830, C07,C01,C08,C02,,,,,
000601-00-0841, C07,C09,C08,C01,C02,,,,
000601-00-0843, C07,,,,,,,,
000601-00-0858, C07,C08,,,,,,,
000601-00-0867, C07,C01,C09,C04,C08,C03,,,
000601-00-0878, C07,,,,,,,,
000601-00-0887, C07,C01,C03,C05,C06,,,,
000601-00-0895, C07,,,,,,,,
000601-00-0896, C07,C08,C09,C02,C04,C03,,,
000601-00-0906, C07,C09,C08,C03,C04,C01,C06,C05,C02
000601-00-0910, C07,C08,C03,C01,C06,C05,C02,C09,C04
000601-00-0912, C07,C09,C06,,,,,,
000601-00-0939, C07,,,,,,,,
000601-00-0962, C07,,,,,,,,
000601-00-0969, C07,C08,C03,C01,C04,C05,C09,C02,
000601-00-0982, C07,C08,C03,,,,,,
000601-00-0996, C07,C09,C04,,,,,,
000601-00-1006, C07,,,,,,,,
