ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice,19th Choice,20th Choice,21st Choice,22nd Choice,23rd Choice
000701-00-0503,C14,C03,C21,C06,C19,C02,,,,,,,,,,,,,,,,,
000701-00-0505,C21,C17,C19,,,,,,,,,,,,,,,,,,,,
000701-00-0507,C14,C03,C19,C06,C21,C01,C04,C12,C08,,,,,,,,,,,,,,
000701-00-0509,C10,C08,C23,C12,,,,,,,,,,,,,,,,,,,
000701-00-0511,C10,C15,C04,C08,C21,C06,,,,,,,,,,,,,,,,,
000701-00-0512,C04,C08,C15,C10,C19,C12,C14,,,,,,,,,,,,,,,,
000701-00-0514,C14,C02,C04,C22,C06,C08,C11,,,,,,,,,,,,,,,,
000701-00-0516,C14,C06,C23,C17,,,,,,,,,,,,,,,,,,,
000701-00-0519,C04,C21,C08,C03,C15,,,,,,,,,,,,,,,,,,
000701-00-0521,C03,C19,C22,C20,,,,,,,,,,,,,,,,,,,
000701-00-0522,C02,C04,C03,C15,C08,C06,C21,C14,C10,C12,C19,,,,,,,,,,,,
000701-00-0525,C02,C04,C06,C08,C14,C22,C19,C15,C10,,,,,,,,,,,,,,
000701-00-0526,C02,C04,C03,C15,C08,C06,C14,C10,C12,C19,C21,,,,,,,,,,,,
000701-00-0528,C06,C04,C03,C12,C02,C19,C21,C01,,,,,,,,,,,,,,,
000701-00-0530,C02,C14,C08,C04,C19,C10,C01,C03,C15,C12,C20,,,,,,,,,,,,
000701-00-0533,C03,C15,C12,C01,C19,,,,,,,,,,,,,,,,,,
000701-00-0534,C15,C01,C12,C19,C03,,,,,,,,,,,,,,,,,,
000701-00-0536,C19,C15,C03,C12,C20,C02,,,,,,,,,,,,,,,,,
000701-00-0538,C03,C22,C19,,,,,,,,,,,,,,,,,,,,
000701-00-0541,C08,C04,C01,C02,C14,C22,C21,,,,,,,,,,,,,,,,
000701-00-0542,C14,C03,C04,C21,C06,,,,,,,,,,,,,,,,,,
000701-00-0543,C15,C21,C02,C08,C10,C19,C14,C04,C03,C09,C07,C06,C01,C23,C22,C20,C18,C17,C16,C13,C12,C05,C11
000701-00-0545,C02,C08,C14,C10,C04,C03,C06,C21,C15,,,,,,,,,,,,,,
000701-00-0547,C14,C21,C06,C23,C01,C03,,,,,,,,,,,,,,,,,
000701-00-0549,C15,C01,C12,C19,C11,C03,,,,,,,,,,,,,,,,,
000701-00-0551,C02,C15,C03,C21,C10,C08,C19,C12,C04,,,,,,,,,,,,,,
000701-00-0554,C02,C14,C03,C15,C21,,,,,,,,,,,,,,,,,,
000701-00-0555,C01,C02,C03,C15,C19,C10,,,,,,,,,,,,,,,,,
000701-00-0557,C02,C15,C03,C21,C10,C08,C19,C04,C12,,,,,,,,,,,,,,
000701-00-0559,C15,C01,C02,C14,C23,C04,C03,C08,,,,,,,,,,,,,,,
000701-00-0561,C02,C08,C03,C12,C14,,,,,,,,,,,,,,,,,,
000701-00-0563,C08,C15,C19,C02,C03,C21,C14,,,,,,,,,,,,,,,,
000701-00-0566,C04,C22,C14,C08,C02,,,,,,,,,,,,,,,,,,
000701-00-0568,C21,C08,C14,C03,,,,,,,,,,,,,,,,,,,
000701-00-0569,C08,C06,C10,C14,C16,C15,C03,C02,C01,C20,C19,C12,,,,,,,,,,,
000701-00-0571,C08,C14,C04,C02,C22,C19,,,,,,,,,,,,,,,,,
000701-00-0574,C08,C02,C04,C10,C01,C15,C12,C14,C19,C20,C21,,,,,,,,,,,,
000701-00-0575,C21,C02,C15,C12,C10,C03,,,,,,,,,,,,,,,,,
000701-00-0578,C14,C15,C02,,,,,,,,,,,,,,,,,,,,
000701-00-0580,C15,C19,C03,C02,C01,C14,C12,C10,,,,,,,,,,,,,,,
000701-00-0582,C15,C03,C14,C22,C08,,,,,,,,,,,,,,,,,,
000701-00-0584,C10,C14,C08,C15,C21,C02,C04,,,,,,,,,,,,,,,,
000701-00-0586,C10,C02,C19,C15,C14,C08,,,,,,,,,,,,,,,,,
000701-00-0587,C15,C12,C19,C01,C03,C08,C14,,,,,,,,,,,,,,,,
000701-00-0590,C15,C08,C19,C04,C21,C01,C22,C14,C12,C10,,,,,,,,,,,,,
000701-00-0592,C03,C21,C10,C15,C19,,,,,,,,,,,,,,,,,,
000701-00-0593,C21,C04,C08,C12,C19,C15,C10,C06,,,,,,,,,,,,,,,
000701-00-0595,C19,C20,C01,C12,C10,C15,,,,,,,,,,,,,,,,,
000701-00-0597,C15,C01,,,,,,,,,,,,,,,,,,,,,
000701-00-0599,C06,C21,C08,C19,C10,C04,C02,C11,C03,C23,C05,C15,,,,,,,,,,,
000701-00-0601,C15,C03,C01,C12,C14,C20,C02,C21,,,,,,,,,,,,,,,
000701-00-0604,C14,C06,C07,C10,C21,C08,C19,C03,C15,,,,,,,,,,,,,,
000701-00-0606,C15,C10,C21,,,,,,,,,,,,,,,,,,,,
000701-00-0607,C03,C19,C02,C15,C12,C10,C01,C20,C14,,,,,,,,,,,,,,
000701-00-0609,C08,C21,C03,C02,C04,,,,,,,,,,,,,,,,,,
000701-00-0610,C10,C03,C15,C01,C19,C12,C20,C02,,,,,,,,,,,,,,,
000701-00-0612,C03,C15,C12,C19,C01,C10,C20,,,,,,,,,,,,,,,,
000701-00-0615,C04,C02,C08,C19,,,,,,,,,,,,,,,,,,,
000701-00-0616,C14,C03,C01,C06,C22,C15,C08,C12,C04,,,,,,,,,,,,,,
000701-00-0618,C14,C17,C21,C03,C12,C02,,,,,,,,,,,,,,,,,
000701-00-0620,C14,C02,C06,C21,C17,C12,C22,,,,,,,,,,,,,,,,
000701-00-0622,C14,C06,,,,,,,,,,,,,,,,,,,,,
000701-00-0624,C08,C06,C04,C21,,,,,,,,,,,,,,,,,,,
000701-00-0628,C04,C02,C14,C08,C22,C10,C15,C21,C23,C01,C06,C19,C18,C05,C07,C09,C17,C16,C13,C12,C11,C20,C03
000701-00-0630,C10,,,,,,,,,,,,,,,,,,,,,,
000701-00-0632,C19,C10,C15,C12,,,,,,,,,,,,,,,,,,,
000701-00-0633,C03,C15,C02,C20,C12,,,,,,,,,,,,,,,,,,
000701-00-0636,C08,C02,C04,C14,C22,C21,C19,C15,,,,,,,,,,,,,,,
000701-00-0637,C21,C10,C12,C14,C15,C19,C20,C03,C02,C01,,,,,,,,,,,,,
000701-00-0640,C10,C15,C02,C08,C22,,,,,,,,,,,,,,,,,,
000701-00-0642,C15,C01,C12,C19,,,,,,,,,,,,,,,,,,,
000701-00-0645,C15,C03,C01,C12,C14,C20,C02,C21,C19,C08,C04,C06,C10,C22,C13,C11,C07,C05,C09,C18,C16,C17,C23
000701-00-0647,C10,C03,,,,,,,,,,,,,,,,,,,,,
000701-00-0649,C08,C02,C14,C04,C22,C21,C06,C18,C07,,,,,,,,,,,,,,
000701-00-0650,C19,C01,C16,C11,C10,C15,C04,C06,C02,C12,C03,,,,,,,,,,,,
000701-00-0652,C08,C14,C21,C19,,,,,,,,,,,,,,,,,,,
000701-00-0655,C10,C03,C14,C02,C21,C11,,,,,,,,,,,,,,,,,
000701-00-0656,C15,C01,C12,C10,,,,,,,,,,,,,,,,,,,
000701-00-0658,C22,C21,C12,C11,C04,,,,,,,,,,,,,,,,,,
000701-00-0661,C03,C04,C06,,,,,,,,,,,,,,,,,,,,
000701-00-0662,C15,C20,C12,C03,C01,C19,C10,,,,,,,,,,,,,,,,
000701-00-0664,C03,C06,C01,C14,C19,C12,C15,C21,C20,C02,C22,C08,,,,,,,,,,,
000701-00-0666,C04,,,,,,,,,,,,,,,,,,,,,,
000701-00-0670,C03,C10,C14,C15,C19,C20,C01,C02,,,,,,,,,,,,,,,
000701-00-0671,C14,C10,C02,C20,C06,,,,,,,,,,,,,,,,,,
000701-00-0673,C10,C03,C06,C01,C14,C19,C15,C08,C02,C04,,,,,,,,,,,,,
000701-00-0676,C03,C06,C08,C10,C12,,,,,,,,,,,,,,,,,,
000701-00-0677,C08,C12,,,,,,,,,,,,,,,,,,,,,
000701-00-0679,C02,C15,C10,,,,,,,,,,,,,,,,,,,,
000701-00-0682,C06,C15,C21,,,,,,,,,,,,,,,,,,,,
000701-00-0683,C08,C14,,,,,,,,,,,,,,,,,,,,,
000701-00-0685,C06,C21,,,,,,,,,,,,,,,,,,,,,
000701-00-0687,C11,C10,C23,C07,C14,C21,C08,C03,,,,,,,,,,,,,,,
000701-00-0689,C02,C21,C12,,,,,,,,,,,,,,,,,,,,
000701-00-0692,C10,C01,C15,C12,C19,C20,C03,,,,,,,,,,,,,,,,
000701-00-0693,C03,C02,C01,C10,C12,C15,C08,,,,,,,,,,,,,,,,
000701-00-0695,C14,C22,C01,C03,C07,C05,,,,,,,,,,,,,,,,,
000701-00-0698,C16,C18,C21,C22,C04,C06,C08,C11,C13,,,,,,,,,,,,,,
000701-00-0699,C02,C13,C06,C22,C04,C14,C08,,,,,,,,,,,,,,,,
000701-00-0702,C08,C02,C14,C04,C10,,,,,,,,,,,,,,,,,,
000701-00-0703,C04,C02,C08,C22,C06,C15,C21,C10,C03,,,,,,,,,,,,,,
000701-00-0706,C21,C19,C08,C04,C14,C02,C15,C10,,,,,,,,,,,,,,,
000701-00-0707,C11,C06,C21,C19,C22,C01,C08,C14,C03,C10,,,,,,,,,,,,,
000701-00-0709,C21,C19,C08,C14,C02,C04,C15,C10,C01,,,,,,,,,,,,,,
000701-00-0711,C10,C15,C14,C02,C04,C08,C22,,,,,,,,,,,,,,,,
000701-00-0714,C10,C12,C15,C02,C14,C04,C03,C21,,,,,,,,,,,,,,,
000701-00-0715,C21,C02,C15,C12,C19,C20,,,,,,,,,,,,,,,,,
000701-00-0717,C02,C14,C08,C01,C22,C21,C04,C06,,,,,,,,,,,,,,,
000701-00-0719,C08,C14,C15,C12,C22,,,,,,,,,,,,,,,,,,
000701-00-0721,C14,C02,C22,C04,C08,,,,,,,,,,,,,,,,,,
000701-00-0722,C19,C14,C03,,,,,,,,,,,,,,,,,,,,
000701-00-0724,C15,C01,C12,C19,C03,,,,,,,,,,,,,,,,,,
000701-00-0725,C06,C10,C21,C02,C08,C12,,,,,,,,,,,,,,,,,
000701-00-0727,C03,C02,C04,C08,C12,,,,,,,,,,,,,,,,,,
000701-00-0730,C02,C19,C12,,,,,,,,,,,,,,,,,,,,
000701-00-0732,C22,C14,C02,C06,C04,C01,C03,C21,C15,,,,,,,,,,,,,,
000701-00-0735,C12,C20,C09,,,,,,,,,,,,,,,,,,,,
000701-00-0737,C01,C12,C15,C19,C22,C03,,,,,,,,,,,,,,,,,
000701-00-0738,C02,C03,C04,C10,C14,C19,C20,C15,,,,,,,,,,,,,,,
000701-00-0740,C19,C01,C04,C10,C03,C02,C20,C15,C12,,,,,,,,,,,,,,
000701-00-0744,C21,C04,C10,C14,C02,C12,C08,C15,C03,,,,,,,,,,,,,,
000701-00-0746,C15,C01,C12,C19,,,,,,,,,,,,,,,,,,,
000701-00-0747,C15,C14,C21,C02,C03,C08,C10,C19,C20,,,,,,,,,,,,,,
000701-00-0749,C15,C01,C12,C19,,,,,,,,,,,,,,,,,,,
000701-00-0751,C21,,,,,,,,,,,,,,,,,,,,,,
000701-00-0753,C15,C01,C19,C08,,,,,,,,,,,,,,,,,,,
000701-00-0754,C10,C14,C19,C21,C15,,,,,,,,,,,,,,,,,,
000701-00-0756,C06,,,,,,,,,,,,,,,,,,,,,,
000701-00-0759,C03,C21,C19,C01,,,,,,,,,,,,,,,,,,,
000701-00-0761,C02,C12,C21,C15,C10,C03,C19,C20,C01,,,,,,,,,,,,,,
000701-00-0762,C02,C08,C04,C14,C22,C03,C15,C20,C19,,,,,,,,,,,,,,
000701-00-0765,C08,C02,C14,C10,C01,,,,,,,,,,,,,,,,,,
000701-00-0766,C10,C12,C15,C01,C03,C19,C20,C02,,,,,,,,,,,,,,,
000701-00-0769,C19,C14,C15,,,,,,,,,,,,,,,,,,,,
000701-00-0770,C04,C02,C14,C08,C22,C06,C15,C21,C10,C03,,,,,,,,,,,,,
000701-00-0772,C03,C19,C21,C15,C12,C10,,,,,,,,,,,,,,,,,
000701-00-0775,C02,C04,C08,C14,C22,C06,,,,,,,,,,,,,,,,,
000701-00-0777,C01,C03,C08,,,,,,,,,,,,,,,,,,,,
000701-00-0780,C14,C06,C22,C02,C08,C04,,,,,,,,,,,,,,,,,
000701-00-0782,C14,C06,C22,C02,C08,C04,,,,,,,,,,,,,,,,,
000701-00-0784,C14,C03,C06,C22,C19,C01,C12,C04,C02,,,,,,,,,,,,,,
000701-00-0786,C01,C03,C15,C10,C12,C20,C19,,,,,,,,,,,,,,,,
000701-00-0787,C01,C19,C12,C15,C20,C02,C03,,,,,,,,,,,,,,,,
000701-00-0789,C14,C03,C02,C01,C23,C22,C21,C20,C19,C18,C17,C16,C15,C13,C12,C11,C10,C09,C08,C04,C05,C06,
000701-00-0790,C15,C10,C12,C19,,,,,,,,,,,,,,,,,,,
000701-00-0793,C01,C03,C10,C19,C14,C15,C12,C06,C22,C21,C08,C07,C09,C11,C13,C16,C17,C20,C23,C04,C05,,
000701-00-0795,C19,C02,C04,C15,C06,C14,C07,C22,C01,,,,,,,,,,,,,,
000701-00-0797,C14,C01,C21,C03,C19,C13,C12,C15,C16,C17,C18,C20,C22,C23,C04,,,,,,,,
000701-00-0799,C14,C19,,,,,,,,,,,,,,,,,,,,,
000701-00-0801,C14,C21,C15,C19,C20,C01,C02,C03,,,,,,,,,,,,,,,
000701-00-0802,C21,C06,C03,C19,C15,C14,C07,C22,,,,,,,,,,,,,,,
000701-00-0804,C03,C04,C12,C14,C15,C10,C19,C20,C08,C02,C01,,,,,,,,,,,,
000701-00-0806,C15,C21,C03,C19,C04,C10,,,,,,,,,,,,,,,,,
000701-00-0808,C21,C14,,,,,,,,,,,,,,,,,,,,,
000701-00-0809,C06,C08,C01,C03,C20,C21,C12,C14,C19,,,,,,,,,,,,,,
000701-00-0811,C03,C10,C15,C19,C11,C20,C01,,,,,,,,,,,,,,,,
000701-00-0813,C21,C04,C02,C03,C22,C08,C20,,,,,,,,,,,,,,,,
000701-00-0816,C01,C02,C03,C10,C12,C14,C15,C19,C20,,,,,,,,,,,,,,
000701-00-0817,C21,,,,,,,,,,,,,,,,,,,,,,
000701-00-0820,C14,C06,C02,C22,C04,C08,C11,C13,C16,C21,C07,C05,C09,,,,,,,,,,
000701-00-0821,C12,C08,C10,C02,C03,C16,C21,C06,,,,,,,,,,,,,,,
000701-00-0824,C04,C06,C21,C08,C23,C14,C02,,,,,,,,,,,,,,,,
000701-00-0826,C08,C19,C15,C03,,,,,,,,,,,,,,,,,,,
000701-00-0827,C08,C15,C01,C03,C10,,,,,,,,,,,,,,,,,,
000701-00-0831,C08,C14,C15,C10,,,,,,,,,,,,,,,,,,,
000701-00-0833,C10,C19,C03,C01,C20,C15,C12,,,,,,,,,,,,,,,,
000701-00-0834,C14,C06,C22,C02,C04,C21,C16,C07,C08,C13,,,,,,,,,,,,,
000701-00-0837,C15,C01,C02,C19,C11,,,,,,,,,,,,,,,,,,
000701-00-0838,C21,C02,C04,C05,C23,C22,C18,C17,C16,C13,C11,C09,C08,C07,C06,C10,C01,C14,C15,C19,C20,C03,C12
000701-00-0840,C22,C01,C14,,,,,,,,,,,,,,,,,,,,
000701-00-0841,C02,C10,C15,C19,C01,C03,C14,C04,,,,,,,,,,,,,,,
000701-00-0844,C10,C01,C15,C12,C19,C20,C03,,,,,,,,,,,,,,,,
000701-00-0845,C14,C02,C03,C10,,,,,,,,,,,,,,,,,,,
000701-00-0849,C15,C20,C04,C23,C19,C12,C14,C10,,,,,,,,,,,,,,,
000701-00-0850,C15,C21,C03,,,,,,,,,,,,,,,,,,,,
000701-00-0853,C14,C06,C22,C04,C19,C08,,,,,,,,,,,,,,,,,
000701-00-0855,C21,,,,,,,,,,,,,,,,,,,,,,
000701-00-0857,C12,C20,C09,,,,,,,,,,,,,,,,,,,,
000701-00-0858,C08,C21,C12,C03,C02,C04,C10,C19,C15,C20,C14,C22,C17,C16,C13,C11,C06,C07,C05,C01,C23,C09,C18
000701-00-0859,C06,C02,C01,C12,C04,,,,,,,,,,,,,,,,,,
000701-00-0862,C06,C08,C14,C22,C02,C11,C18,C04,C21,,,,,,,,,,,,,,
000701-00-0863,C04,C03,C01,C19,,,,,,,,,,,,,,,,,,,
000701-00-0865,C12,C02,C20,,,,,,,,,,,,,,,,,,,,
000701-00-0867,C16,,,,,,,,,,,,,,,,,,,,,,
000701-00-0868,C15,C03,C14,C21,C12,C01,,,,,,,,,,,,,,,,,
000701-00-0870,C15,C03,C01,C12,C14,,,,,,,,,,,,,,,,,,
000701-00-0873,C14,C15,C12,C19,C01,C03,C02,,,,,,,,,,,,,,,,
000701-00-0875,C02,C15,C12,C19,C21,,,,,,,,,,,,,,,,,,
000701-00-0876,C15,C16,C06,C04,C10,C14,C22,,,,,,,,,,,,,,,,
000701-00-0878,C15,C03,C01,C12,C14,C21,C08,C20,C02,C06,,,,,,,,,,,,,
000701-00-0881,C15,C19,C03,C01,C12,,,,,,,,,,,,,,,,,,
000701-00-0882,C01,C15,,,,,,,,,,,,,,,,,,,,,
000701-00-0886,C14,C06,C04,C08,C11,C22,C15,C02,,,,,,,,,,,,,,,
000701-00-0887,C14,C04,C03,C22,C15,C02,,,,,,,,,,,,,,,,,
000701-00-0889,C21,C04,C15,C01,C10,C03,C06,C02,,,,,,,,,,,,,,,
000701-00-0891,C01,C12,C15,C19,C20,C02,,,,,,,,,,,,,,,,,
000701-00-0894,C03,C10,,,,,,,,,,,,,,,,,,,,,
000701-00-0895,C06,C19,,,,,,,,,,,,,,,,,,,,,
000701-00-0897,C19,C21,C17,C14,C06,C05,C16,C03,C02,,,,,,,,,,,,,,
000701-00-0899,C06,C03,,,,,,,,,,,,,,,,,,,,,
000701-00-0900,C14,C16,C15,C06,C22,,,,,,,,,,,,,,,,,,
000701-00-0903,C15,C13,C19,C04,C10,C14,C12,C21,C03,C06,C08,,,,,,,,,,,,
000701-00-0905,C21,C08,C02,C10,C06,C14,C22,C03,,,,,,,,,,,,,,,
000701-00-0907,C10,C01,C15,C03,C06,C20,C19,,,,,,,,,,,,,,,,
000701-00-0909,C03,C10,C12,C19,C15,,,,,,,,,,,,,,,,,,
000701-00-0911,C03,C21,C10,C15,C19,C01,,,,,,,,,,,,,,,,,
000701-00-0913,C04,C02,C08,C14,C06,C22,,,,,,,,,,,,,,,,,
000701-00-0914,C14,C22,C04,C08,C02,C21,,,,,,,,,,,,,,,,,
000701-00-0916,C14,C22,C04,C08,C02,C21,C23,C05,C11,,,,,,,,,,,,,,
000701-00-0919,C02,C14,C04,C08,C21,C03,C12,,,,,,,,,,,,,,,,
000701-00-0921,C15,C01,C19,C14,C06,C21,,,,,,,,,,,,,,,,,
000701-00-0923,C02,C21,C04,C14,C19,,,,,,,,,,,,,,,,,,
000701-00-0925,C11,C21,,,,,,,,,,,,,,,,,,,,,
000701-00-0927,C14,,,,,,,,,,,,,,,,,,,,,,
000701-00-0928,C04,C14,C02,,,,,,,,,,,,,,,,,,,,
000701-00-0930,C12,C01,C20,C15,C10,C03,C08,C21,C04,C19,,,,,,,,,,,,,
000701-00-0932,C03,C21,C01,C19,,,,,,,,,,,,,,,,,,,
000701-00-0934,C08,C10,,,,,,,,,,,,,,,,,,,,,
000701-00-0937,C10,,,,,,,,,,,,,,,,,,,,,,
000701-00-0938,C21,,,,,,,,,,,,,,,,,,,,,,
000701-00-0941,C12,C01,C20,C15,C10,C03,C08,C21,C04,C19,,,,,,,,,,,,,
000701-00-0942,C21,C08,C14,,,,,,,,,,,,,,,,,,,,
000701-00-0945,C03,C19,C01,C12,C10,C15,,,,,,,,,,,,,,,,,
000701-00-0947,C14,C02,C06,C01,C15,C03,C19,C12,,,,,,,,,,,,,,,
000701-00-0950,C08,C06,C14,,,,,,,,,,,,,,,,,,,,
000701-00-0951,C10,C21,,,,,,,,,,,,,,,,,,,,,
000701-00-0953,C04,C15,C19,C01,C10,C21,C02,C08,C12,C14,,,,,,,,,,,,,
000701-00-0955,C06,C19,C01,,,,,,,,,,,,,,,,,,,,
000701-00-0956,C10,C14,C21,,,,,,,,,,,,,,,,,,,,
000701-00-0958,C21,,,,,,,,,,,,,,,,,,,,,,
000701-00-0959,C10,C20,C03,C01,C21,C12,,,,,,,,,,,,,,,,,
000701-00-0962,C14,C06,C04,C21,C15,C03,C05,C09,C12,,,,,,,,,,,,,,
000701-00-0964,C14,C06,C22,C08,C01,C23,C21,C17,C15,,,,,,,,,,,,,,
000701-00-0965,C10,C15,C19,C03,C21,,,,,,,,,,,,,,,,,,
000701-00-0967,C14,C15,,,,,,,,,,,,,,,,,,,,,
000701-00-0969,C02,C15,C12,C18,C10,,,,,,,,,,,,,,,,,,
000701-00-0971,C15,C01,C19,,,,,,,,,,,,,,,,,,,,
000701-00-0972,C08,C02,C14,C04,C21,C22,C06,C18,C07,,,,,,,,,,,,,,
000701-00-0974,C12,C14,C06,C15,C23,C03,,,,,,,,,,,,,,,,,
000701-00-0977,C06,C21,C05,C14,C11,C23,C10,C07,C04,C08,C13,C09,C02,C16,C17,C22,C18,C12,C01,C19,C03,C15,C20
000701-00-0979,C06,C21,C05,C14,C11,C23,C10,C07,C04,C08,C17,C16,C13,C09,C02,C12,C18,C22,C19,C01,C03,C15,C20
000701-00-0980,C02,C08,C04,C14,C22,C21,C06,,,,,,,,,,,,,,,,
000701-00-0983,C06,C01,C19,C15,C10,,,,,,,,,,,,,,,,,,
000701-00-0984,C12,C19,C20,C03,C15,C01,C10,,,,,,,,,,,,,,,,
000701-00-0986,C06,C14,C08,C22,C11,,,,,,,,,,,,,,,,,,
000701-00-0989,C10,C12,C19,C20,C03,C02,C08,C14,C01,C06,C07,C09,C11,C13,C15,C16,C17,C18,C21,C22,C23,,
000701-00-0991,C10,C14,C15,,,,,,,,,,,,,,,,,,,,
000701-00-0992,C22,C01,C21,C06,,,,,,,,,,,,,,,,,,,
000701-00-0995,C15,C03,C02,C14,C12,C10,C01,,,,,,,,,,,,,,,,
000701-00-0996,C03,C10,C12,C15,C19,C01,C20,,,,,,,,,,,,,,,,
000701-00-0998,C11,C09,C05,,,,,,,,,,,,,,,,,,,,
000701-00-1000,C03,C10,C11,C17,C23,C01,,,,,,,,,,,,,,,,,
000701-00-1001,C03,C10,C11,C17,C23,C01,,,,,,,,,,,,,,,,,
000701-00-1003,C10,,,,,,,,,,,,,,,,,,,,,,
000701-00-1004,C10,C14,,,,,,,,,,,,,,,,,,,,,
000701-00-1006,C04,C02,C14,C03,C19,C17,,,,,,,,,,,,,,,,,
000701-00-1008,C02,C21,C12,,,,,,,,,,,,,,,,,,,,
000701-00-1009,C13,,,,,,,,,,,,,,,,,,,,,,
000701-00-1011,C15,C21,C06,,,,,,,,,,,,,,,,,,,,
000701-00-1012,C06,C14,C02,C08,C04,C11,C22,C18,,,,,,,,,,,,,,,
000701-00-1014,C03,C02,C12,C01,C08,C14,C15,C19,C10,C06,,,,,,,,,,,,,
000701-00-1016,C15,C06,C21,C03,C19,C22,C04,C14,,,,,,,,,,,,,,,
000701-00-1018,C15,C01,C03,C12,C20,C19,C21,C10,,,,,,,,,,,,,,,
000701-00-1021,C15,C04,C14,C02,C06,C01,C22,C19,C08,C10,C21,,,,,,,,,,,,
000701-00-1023,C21,C03,C10,C12,C15,C08,C01,C14,C06,,,,,,,,,,,,,,
000701-00-1025,C08,C02,C10,C21,C06,,,,,,,,,,,,,,,,,,
000701-00-1026,C02,C03,C08,C10,C12,C19,C20,C21,C15,,,,,,,,,,,,,,
000701-00-1029,C14,C22,C08,C02,C04,,,,,,,,,,,,,,,,,,
000701-00-1031,C14,C02,C08,C04,,,,,,,,,,,,,,,,,,,
000701-00-1032,C02,C08,C10,C15,C19,C03,,,,,,,,,,,,,,,,,
000701-00-1034,C04,C02,C01,C08,C14,,,,,,,,,,,,,,,,,,
000701-00-1037,C10,,,,,,,,,,,,,,,,,,,,,,
000701-00-1038,C19,C14,C03,C02,C01,C10,C21,C20,C08,C06,C05,C23,C22,C11,C12,C13,C16,C17,C18,C04,C15,C07,C09
000701-00-1041,C15,C01,C03,C10,C04,C14,C02,C06,C22,C19,C08,C20,,,,,,,,,,,
000701-00-1043,C01,C03,C19,C15,C02,C14,C13,C10,,,,,,,,,,,,,,,
000701-00-1044,C10,,,,,,,,,,,,,,,,,,,,,,
000701-00-1045,C21,C01,C04,C03,C15,C02,C19,C14,,,,,,,,,,,,,,,
000701-00-1048,C04,C14,C02,,,,,,,,,,,,,,,,,,,,
000701-00-1050,C15,C01,C03,C19,C20,C02,C10,C12,C13,C14,C05,,,,,,,,,,,,
000701-00-1051,C02,C04,C14,,,,,,,,,,,,,,,,,,,,
000701-00-1054,C15,C12,C19,C01,C20,C03,C02,C10,C14,,,,,,,,,,,,,,
000701-00-1056,C08,C14,C02,C06,C22,C21,C04,,,,,,,,,,,,,,,,
000701-00-1058,C10,C21,,,,,,,,,,,,,,,,,,,,,
000701-00-1059,C04,C01,C17,C09,,,,,,,,,,,,,,,,,,,
000701-00-1061,C15,C14,C04,C02,C22,C01,C03,C19,C08,C21,,,,,,,,,,,,,
000701-00-1064,C15,C14,C04,C02,C22,C01,C03,C19,C20,,,,,,,,,,,,,,
000701-00-1065,C19,C15,C21,,,,,,,,,,,,,,,,,,,,
000701-00-1066,C15,C14,C06,C03,C19,C21,C05,,,,,,,,,,,,,,,,
000701-00-1069,C21,C03,C12,C10,C20,C01,C13,C18,C02,,,,,,,,,,,,,,
000701-00-1072,C10,C15,C12,C01,C19,C20,,,,,,,,,,,,,,,,,
000701-00-1074,C12,C03,C14,C21,C19,C02,C10,,,,,,,,,,,,,,,,
000701-00-1075,C08,C04,C14,C22,C02,,,,,,,,,,,,,,,,,,
000701-00-1076,C14,C06,C02,C04,C22,C08,C21,C15,,,,,,,,,,,,,,,
000701-00-1077,C04,C14,C08,C22,C02,C21,,,,,,,,,,,,,,,,,
000701-00-1080,C02,C04,C08,C14,C15,C03,C12,,,,,,,,,,,,,,,,
000701-00-1081,C12,C10,C01,C20,C15,,,,,,,,,,,,,,,,,,
000701-00-1083,C03,C15,C23,,,,,,,,,,,,,,,,,,,,
000701-00-1085,C10,C08,C02,C14,C19,C01,C03,C16,,,,,,,,,,,,,,,
000701-00-1088,C10,C14,C11,C08,,,,,,,,,,,,,,,,,,,
000701-00-1089,C15,C21,C11,C03,,,,,,,,,,,,,,,,,,,
000701-00-1092,C06,C08,C12,C03,C10,C19,,,,,,,,,,,,,,,,,
000701-00-1094,C15,C10,C01,C12,,,,,,,,,,,,,,,,,,,
000701-00-1096,C22,C14,C08,C04,C02,,,,,,,,,,,,,,,,,,
000701-00-1097,C06,C08,,,,,,,,,,,,,,,,,,,,,
000701-00-1100,C15,C10,C06,,,,,,,,,,,,,,,,,,,,
000701-00-1101,C15,C03,C21,C06,,,,,,,,,,,,,,,,,,,
000701-00-1104,C03,C19,C06,,,,,,,,,,,,,,,,,,,,
000701-00-1106,C06,C19,C14,C20,C03,,,,,,,,,,,,,,,,,,
000701-00-1107,C06,C08,C12,C03,C10,C19,C21,C15,,,,,,,,,,,,,,,
000701-00-1109,C02,C14,,,,,,,,,,,,,,,,,,,,,
000701-00-1111,C02,C14,,,,,,,,,,,,,,,,,,,,,
000701-00-1112,C08,C02,C14,C04,C22,C21,C06,C18,C07,,,,,,,,,,,,,,
000701-00-1114,C10,C06,C21,,,,,,,,,,,,,,,,,,,,
000701-00-1116,C06,C21,C10,C05,C08,,,,,,,,,,,,,,,,,,
000701-00-1118,C02,C04,C14,C08,C22,C21,,,,,,,,,,,,,,,,,
